"iso3c","year","gdp_cap","unemp_nat","unemp_ilo","fertility","fem_labour","pop","pop65","pop_dens"
"COL",1987,4224.10685525427,10.83,NA,3.208,NA,31195417,3.93692495752501,28.1166444344299
"COL",1988,4309.1564871686,NA,NA,3.158,NA,31822527,4.00717102115561,28.681863001352
"COL",1989,4369.09657147896,NA,NA,3.117,NA,32457497,4.08118013036063,29.2541658404687
"COL",1990,4467.39460246288,NA,NA,3.082,39.2691501044104,33102569,4.16028662422787,29.8355736818387
"COL",1991,4468.29772463662,10.12,10.12,3.047,39.4017371150272,33758328,4.24870751186588,30.4266137899955
"COL",1992,4559.32640402985,9.44,9.44,3.01,39.6109885759415,34422568,4.33718354954855,31.0252978819288
"COL",1993,4713.30267089893,7.8,7.8,2.968,39.8517394753168,35091272,4.42769035892825,31.6280054078414
"COL",1994,4894.23919808641,8.25,8.25,2.918,40.128765530376,35758978,4.52251726762109,32.2298134294727
"COL",1995,5055.20769083488,8.72,8.72,2.862,40.3998512736409,36421438,4.62323041720648,32.8268931951329
"COL",1996,5068.00003734058,11.81,11.81,2.802,40.5514780492023,37076387,4.7306632116015,33.4172032447048
"COL",1997,5151.88672558158,12.14,12.14,2.742,40.7826809687784,37723803,4.84513490157407,34.0007237494367
"COL",1998,5094.73892561118,15,15,2.683,40.9193888904895,38364307,4.96431461856905,34.5780144209103
"COL",1999,4801.06864025915,20.06,20.06,2.627,40.8903458120737,38999468,5.08414332081581,35.150489409644
"COL",2000,4862.87605315307,20.52,20.52,2.572,41.0854608155262,39629965,5.20337286166872,35.7187607030194
"COL",2001,4867.58232017903,15.04,15.04,2.516,41.226838995988,40255956,5.32855911770794,36.2829707075259
"COL",2002,4913.85749625519,14.48,15.63,2.458,41.45352307185,40875363,5.45100520215602,36.8412465074358
"COL",2003,5031.49227964787,13.22,14.19,2.395,41.8471228094355,41483872,5.57378097978277,37.389699864804
"COL",2004,5225.24525341854,12.74,13.72,2.33,41.4104850672724,42075953,5.70108034386861,37.9233465525011
"COL",2005,5404.12223554869,11.06,11.87,2.263,41.0888138408302,42647731,5.83607476535148,38.4386940063091
"COL",2006,5693.26452761933,11.29,11.53,2.198,40.8799347761376,43200901,5.96479975867168,38.9372699414151
"COL",2007,6002.33106969292,10.25,11.2,2.137,40.6848007751534,43737512,6.10132729074052,39.4209211356467
"COL",2008,6126.92650332141,10.49,11.27,2.081,40.7769751144648,44254972,6.24869181374523,39.8873114015322
"COL",2009,6128.1955887057,11.29,12.07,2.033,41.7975301158538,44750054,6.40943137185935,40.3335322217215
"COL",2010,6336.70947398466,10.98,10.98,1.992,42.2976634539801,45222699,6.58641788305431,40.7595304191077
"COL",2011,6711.66805187466,10.11,10.11,1.958,42.4765050797116,45662747,6.77742390799607,41.1561487156377
"COL",2012,6911.76119085696,9.74,9.74,1.93,42.9580649451504,46075721,6.97763841683379,41.5283650292925
"COL",2013,7201.0060866521,9.05,9.05,1.905,43.0986046140164,46495492,7.19287996365583,41.9067075259126
"COL",2014,7449.32523719407,8.57,8.57,1.883,43.0525844269901,46967706,7.43065829756691,42.332317260027
"COL",2015,7580.27571259431,8.3,8.3,1.863,43.2566977537134,47520667,7.69469418432195,42.8307048219919
"COL",2016,7633.38984323017,8.69,8.69,1.843,43.2084685551976,48175048,7.9362882680438,43.4205029292474
"COL",2017,7620.91617187225,8.87,8.87,1.825,43.1682078199963,48909844,8.19908853104178,44.0827796304642
"COL",2018,7698.10508179682,9.11,9.11,1.807,42.9411801027794,49661056,8.47804701986958,44.7598521856692
"COL",2019,7843.54341712397,9.96,9.96,1.789,42.677435187388,50339443,8.76583000729666,NA
"COL",2020,7228.43654618322,15.04,15.44,NA,NA,50882884,9.06056222316456,NA
"COM",1986,1483.76519733041,NA,NA,6.842,NA,365765,3.21330927384077,196.542181622783
"COM",1987,1464.49536497275,NA,NA,6.749,NA,376647,3.20692200268682,202.389575497045
"COM",1988,1459.98420219013,NA,NA,6.644,NA,387964,3.1920569745053,208.470714669532
"COM",1989,1372.26104716223,NA,NA,6.531,NA,399638,3.17191816471153,214.74368619022
"COM",1990,1400.2215532248,NA,NA,6.412,37.0994528072902,411598,3.14630436789652,221.170338527673
"COM",1991,1286.30934763201,NA,4.45,6.291,36.9792363677541,423873,3.14434546278122,227.766254701773
"COM",1992,1355.80250804816,NA,4.5,6.171,37.059100329392,436454,3.13508138426571,234.526598602902
"COM",1993,1356.72014199207,NA,4.57,6.053,37.115864493014,449270,3.12281592079666,241.413218699624
"COM",1994,1248.96142976883,NA,4.59,5.941,37.1424283918891,462280,3.10549735331846,248.4040838259
"COM",1995,1258.35440634052,NA,4.59,5.835,37.3081506955248,475394,3.08480965262498,255.450832885545
"COM",1996,1208.46675654261,NA,4.59,5.736,37.4290698903888,488625,3.08476608947111,262.560451370231
"COM",1997,1223.78421408494,NA,4.58,5.642,37.6415409238354,501955,3.07698131099924,269.72326706072
"COM",1998,1207.18787667941,NA,4.58,5.552,37.8547114985471,515382,3.06605741338999,276.938205265986
"COM",1999,1199.07773871653,NA,4.61,5.466,38.1032163483612,528853,3.05116025776783,284.176786673831
"COM",2000,1296.05564523267,NA,4.59,5.384,38.4845917278604,542358,3.03582326770006,291.433637829124
"COM",2001,1293.99394068293,NA,4.58,5.307,38.7506290315202,555895,3.03838183231154,298.707684040838
"COM",2002,1292.49256468855,NA,4.61,5.235,39.0204341611181,569480,3.03610844298034,306.007522837184
"COM",2003,1288.61013873322,NA,4.61,5.167,39.3202591817508,583213,3.02892092227341,313.386888769479
"COM",2004,1282.52278774375,4.57,4.57,5.103,39.6143696857155,597230,3.01610105353399,320.918860827512
"COM",2005,1287.87344690333,NA,4.84,5.042,39.2772432009919,611625,2.99855957961306,328.653949489522
"COM",2006,1290.72589256176,NA,5.07,4.984,38.9633805017119,626427,3.00243444945524,336.60773777539
"COM",2007,1270.23654897569,NA,5.3,4.927,38.6501024268245,641624,3.00052990866868,344.773777538958
"COM",2008,1289.68316494339,NA,5.59,4.87,38.3494115435688,657227,2.99302069750422,353.157979580871
"COM",2009,1299.27653031959,NA,6.19,4.813,38.0480557765196,673251,2.97630010753774,361.768404083826
"COM",2010,1316.49122468758,NA,6.6,4.754,37.7680006768762,689696,2.95001246933414,370.605051047824
"COM",2011,1337.72134157246,NA,6.98,4.693,37.4874103754838,706578,2.94012332836567,379.676518001075
"COM",2012,1347.56286409961,NA,7.39,4.628,37.23293573643,723865,2.92248204445267,388.965609887157
"COM",2013,1374.69002795391,NA,7.81,4.561,36.98630831643,741511,2.9032845361798,398.447608812466
"COM",2014,1370.51336766419,8.14,8.14,4.491,36.7524380213841,759390,2.89192641462226,408.054809242343
"COM",2015,1353.64426050198,NA,8.09,4.419,36.9129142249281,777435,2.89327316882422,417.751209027405
"COM",2016,1366.66714451763,NA,8.01,4.347,37.0666642034381,795597,2.92423754889441,427.510478237507
"COM",2017,1386.92578905306,NA,7.89,4.275,37.2581348020827,813890,2.96292382773144,437.340139709833
"COM",2018,1402.74036803678,NA,7.78,4.205,37.468151961577,832322,3.00700930649436,447.24449220849
"COM",2019,1399.380327266,NA,7.7,4.138,37.6804879603851,850891,3.05540342654598,NA
"COM",2020,1436.52360212743,NA,8.43,NA,NA,869595,3.10579219665111,NA
"CPV",1986,864.2329290394,NA,NA,5.784,NA,316613,4.49629835510524,78.5640198511166
"CPV",1987,888.773821019655,NA,NA,5.695,NA,321137,4.39067681816059,79.6866004962779
"CPV",1988,928.748561545487,NA,NA,5.603,NA,325744,4.29260835129211,80.829776674938
"CPV",1989,965.555048719346,NA,NA,5.504,NA,331180,4.2372855766821,82.1786600496278
"CPV",1990,952.75347899663,23,NA,5.392,37.9373668399048,337953,4.23790501553484,83.8593052109181
"CPV",1991,943.037848702089,NA,10.55,5.259,37.9731943669827,346229,4.2373566704214,85.9129032258064
"CPV",1992,1018.14758930687,NA,10.62,5.102,38.0466261837021,355763,4.27988767613849,88.2786600496278
"CPV",1993,1075.68608213927,NA,10.75,4.921,38.142413325842,366057,4.34718469729793,90.8330024813896
"CPV",1994,1246.77267239021,NA,10.79,4.72,38.2765627635394,376409,4.41915267250609,93.4017369727047
"CPV",1995,1387.54286951316,NA,10.78,4.505,38.4728925542383,386288,4.48504209338207,95.8531017369727
"CPV",1996,1508.86911961384,NA,10.78,4.287,38.7574551167651,395533,4.58014881185641,98.1471464019851
"CPV",1997,1640.48587310249,NA,10.77,4.074,39.0819662364935,404248,4.67571532111839,100.309677419355
"CPV",1998,1808.84761706726,NA,10.77,3.876,39.4283553765278,412513,4.77583791095575,102.360545905707
"CPV",1999,1973.84160986493,NA,10.82,3.697,39.7788525044208,420456,4.88735931806722,104.331513647643
"CPV",2000,2215.11990260447,NA,10.79,3.539,40.0951707107282,428178,5.01391911963904,106.247642679901
"CPV",2001,2225.45297130011,NA,10.76,3.399,40.323829400478,435701,5.16881680203989,108.114392059553
"CPV",2002,2303.95053972065,NA,10.81,3.271,40.5310939330667,442955,5.32225912121205,109.914392059553
"CPV",2003,2362.98733289657,NA,10.81,3.151,40.7128392577404,449925,5.46640588535994,111.643920595534
"CPV",2004,2565.76926151688,NA,10.75,3.038,40.8553230209281,456619,5.58542498417711,113.304962779156
"CPV",2005,2705.12295039197,NA,10.67,2.933,40.9503091779892,463034,5.67261010038183,114.896774193548
"CPV",2006,2882.88380184301,NA,10.51,2.839,40.7771222645238,469171,5.64550163053904,116.419602977667
"CPV",2007,3279.0300403062,NA,10.37,2.757,40.5877162911719,475067,5.59381972803435,117.882630272953
"CPV",2008,3455.0730249645,NA,10.31,2.687,40.4063131807213,480846,5.52468378386247,119.316625310174
"CPV",2009,3370.37793760382,NA,10.62,2.629,40.2976977409313,486667,5.43529406929938,120.761042183623
"CPV",2010,3378.3234334576,10.67,10.67,2.581,40.2844378028996,492644,5.32523840261116,122.244168734491
"CPV",2011,3468.65314862897,NA,10.93,2.539,40.6993236686125,498858,5.1419545080053,123.786104218362
"CPV",2012,3461.88553912386,NA,11.21,2.5,41.1647482084154,505241,4.9394836066385,125.369975186104
"CPV",2013,3445.3592375428,NA,11.49,2.463,41.6810263207726,511740,4.74491351211925,126.982630272953
"CPV",2014,3422.70257297309,NA,11.69,2.425,42.2027313016055,518276,4.59470045593907,128.604466501241
"CPV",2015,3414.57750563838,31.31,11.9,2.385,42.7141288267274,524740,4.51077956256682,130.208436724566
"CPV",2016,3532.18011142536,NA,12.1,2.346,43.232523770521,531140,4.49311488743208,131.796526054591
"CPV",2017,3619.60755380415,12.24,12.24,2.309,43.7447834959644,537499,4.5324819813283,133.374441687345
"CPV",2018,3740.02471108855,12.17,12.17,2.274,43.976667294811,543764,4.60932715666821,134.929032258065
"CPV",2019,3907.64626644394,11.29,12.07,2.242,44.2122930407861,549936,4.69837344413431,NA
"CPV",2020,3293.71602128856,NA,13.41,NA,NA,555988,4.78572340720197,NA
"CRI",1986,4545.49371231648,NA,NA,3.441,NA,2810245,4.28603657620945,55.0380924402664
"CRI",1987,4638.90402950837,NA,NA,3.412,NA,2884856,4.35246049102709,56.4993341167254
"CRI",1988,4674.83875103849,NA,NA,3.373,NA,2960932,4.42117997425808,57.989267528398
"CRI",1989,4812.79531999703,NA,NA,3.324,NA,3039015,4.49705216792426,59.5185076380729
"CRI",1990,4855.31160166908,4.51,NA,3.264,28.1813387768989,3119436,4.58339704683511,61.0935370152761
"CRI",1991,4837.1594804707,5.37,5.37,3.193,29.0479947512229,3202083,4.66046341680499,62.7121621621622
"CRI",1992,5146.51305637284,3.93,3.93,3.114,28.9553054838707,3286525,4.74714895999416,64.3659420289855
"CRI",1993,5371.58132415496,3.95,3.95,3.029,29.399734581048,3372298,4.84150570323263,66.0457892675284
"CRI",1994,5473.86865569942,4.05,4.05,2.941,30.1075447323304,3458829,4.93987280106533,67.740481786134
"CRI",1995,5561.84385566775,5.18,5.18,2.85,30.4830405106377,3545524,5.04129984369068,69.4383862122992
"CRI",1996,5502.19451778683,6.16,6.16,2.755,30.1881366035652,3632361,5.14034669451998,71.139071680376
"CRI",1997,5668.37671087758,5.68,5.68,2.657,31.703218233922,3718952,5.23973305361273,72.8349392871132
"CRI",1998,5938.33477198463,5.33,5.33,2.558,32.9449946492354,3803893,5.3433763936731,74.4984919702311
"CRI",1999,6058.75721228176,5.9,5.9,2.459,33.2331451128422,3885428,5.45599843517963,76.0953388170779
"CRI",2000,6170.95344148716,5.08,5.08,2.363,32.6315685717648,3962369,5.58084904698499,77.6022130826479
"CRI",2001,6272.8748460391,5.92,5.92,2.275,34.5486232458783,4034074,5.71680142704373,79.0065413239326
"CRI",2002,6381.46498222137,6.33,6.33,2.195,34.5959857348504,4100922,5.86379902095259,80.3157461809636
"CRI",2003,6556.03839956775,6.56,6.56,2.124,34.7708562488095,4164053,6.02060060234584,81.5521543282413
"CRI",2004,6747.11026055758,6.39,6.39,2.065,34.1732795735666,4225156,6.1843174984113,82.7488444966706
"CRI",2005,6916.62994109967,6.57,6.57,2.016,35.9467895898407,4285504,6.35398140054537,83.9307481394438
"CRI",2006,7321.0326555261,5.74,5.74,1.978,36.0637891211223,4345421,6.52258059765104,85.1042107324716
"CRI",2007,7815.97494038369,4.49,4.49,1.948,36.4862597021187,4404626,6.69196127346055,86.2637289463376
"CRI",2008,8079.01365798193,4.78,4.78,1.923,36.969553530837,4463123,6.87072398823694,87.4093811202507
"CRI",2009,7906.38082569279,7.71,7.71,1.903,37.5669312981883,4520739,7.07156350508988,88.5377790834313
"CRI",2010,8227.12749376825,7.17,7.17,1.885,37.4125685030286,4577371,7.30153812947063,89.6469056012534
"CRI",2011,8486.08974245752,10.14,10.14,1.869,37.8694677554557,4633086,7.54048165736617,90.7380728554642
"CRI",2012,8796.16797499092,9.78,9.78,1.853,39.6521394998536,4688003,7.8063566552901,91.8136114375245
"CRI",2013,8912.74268562927,8.77,8.77,1.838,39.5854958507719,4742111,8.09197261892235,92.8733059146103
"CRI",2014,9125.90956931868,9.06,9.06,1.823,39.3051232130039,4795390,8.38591849348834,93.9167645906776
"CRI",2015,9356.92131889873,9,9,1.806,39.3193539474101,4847805,8.68314808106928,94.9433019976498
"CRI",2016,9647.7631381796,8.6,8.6,1.789,38.014058849381,4899336,8.96546375076668,95.952526439483
"CRI",2017,9946.12661331808,8.14,8.14,1.772,38.0854937855573,4949955,9.25051020676152,96.9438895417156
"CRI",2018,10050.1609810696,9.63,9.63,1.754,38.8907492657644,4999443,9.54984767296984,97.9131022326675
"CRI",2019,10170.1591794109,11.49,11.49,1.737,40.5262926320044,5047561,9.88043532311942,NA
"CRI",2020,9619.71602657903,17.41,17.08,NA,NA,5094114,10.2530997515173,NA
"CUB",1986,4440.10572960369,NA,NA,1.839,NA,10183894,8.71343087750576,94.822104283054
"CUB",1987,4290.16089735805,NA,NA,1.823,NA,10286645,8.77968643414572,95.7788175046555
"CUB",1988,4401.69115150364,NA,NA,1.797,NA,10397519,8.84902165527885,96.8111638733706
"CUB",1989,4386.71587706265,NA,NA,1.759,NA,10503967,8.91781699341925,97.8022998137803
"CUB",1990,4220.00004996628,NA,NA,1.714,36.4751432699749,10596986,8.98880030710616,98.6683985102421
"CUB",1991,3741.73953402774,NA,7.94,1.668,35.5832220724672,10673534,9.05494164917325,99.3811359404097
"CUB",1992,3289.05565025312,NA,8.04,1.628,34.638646887041,10736386,9.13760839656767,99.9663500931099
"CUB",1993,2785.97031115682,NA,8.22,1.6,33.4661958987511,10789312,9.22544045001597,100.459143389199
"CUB",1994,2793.21970728931,NA,8.28,1.584,33.3835625302295,10838461,9.30399534546507,100.916769087523
"CUB",1995,2848.76929944041,8.27,8.27,1.58,33.4041256613741,10888246,9.3676377071361,101.380316573557
"CUB",1996,3057.74392114255,7.61,7.61,1.585,33.8563450377259,10939285,9.482834036898,101.855540037244
"CUB",1997,3128.42761981286,7.1,7.1,1.593,33.9375416872164,10989730,9.56537429666165,102.325232774674
"CUB",1998,3119.50424206904,6.23,6.23,1.6,33.8505763153421,11038706,9.63673957023169,102.781247672253
"CUB",1999,3298.82586902785,6.26,6.26,1.603,34.1721254363194,11084673,9.72655027168152,103.209245810056
"CUB",2000,3480.83308209426,5.45,5.45,1.603,34.5583649580623,11126423,9.85067986766645,103.597979515829
"CUB",2001,3579.39258987933,4.08,4.08,1.598,34.7947974993301,11164676,9.99951006151818,103.954152700186
"CUB",2002,3619.05110931618,3.31,3.31,1.59,35.0277127340619,11199664,10.1807993838379,105.26989378701
"CUB",2003,3746.43714776245,2.33,2.33,1.583,35.435013232834,11229185,10.3913258871995,105.537453007519
"CUB",2004,3955.16526019667,1.85,1.85,1.576,35.9048174673713,11250369,10.6215842774879,105.726614040034
"CUB",2005,4393.82848732897,1.95,1.95,1.573,36.7626056987228,11261586,10.8683753312812,105.802198421646
"CUB",2006,4924.13266940827,1.91,1.91,1.576,37.6760435616587,11261241,11.188378055434,105.808897867143
"CUB",2007,5286.48254383828,1.79,1.79,1.586,38.3691614499539,11251117,11.5191267146512,105.703842540398
"CUB",2008,5511.0450028109,1.58,1.58,1.602,38.5435408276295,11236975,11.8568785129017,105.57097895528
"CUB",2009,5596.13868452677,1.67,1.67,1.624,38.7407039575945,11226711,12.1979736002777,105.474549041714
"CUB",2010,5730.35426413345,2.5,2.5,1.647,38.7078040313404,11225833,12.5405493330027,105.466300263059
"CUB",2011,5885.25410079982,3.18,3.18,1.668,38.8172006026127,11236671,12.8395767750075,105.150248448949
"CUB",2012,6051.67983267901,3.46,3.46,1.683,38.9440091559083,11257112,13.1217051916727,105.552907200255
"CUB",2013,6203.84216323149,3.29,3.29,1.689,39.0396544747112,11282722,13.4030056396847,108.258702744195
"CUB",2014,6255.42228837305,2.7,2.7,1.686,39.012684955905,11306909,13.7064222001,108.699375120169
"CUB",2015,6522.73910292361,2.4,2.4,1.674,39.1508136085562,11324777,14.0465321139543,108.787483189241
"CUB",2016,6550.27495085164,2,2,1.656,39.033999353885,11335108,14.3884520159674,108.949519415609
"CUB",2017,6666.3340798609,1.7,1.7,1.637,38.9879257725788,11339255,14.778079757275,109.241377649326
"CUB",2018,6816.89199915949,1.7,1.7,1.618,38.9621019040261,11338146,15.1862114171521,109.230693641619
"CUB",2019,6804.86678441019,NA,1.67,1.602,38.8476973367058,11333484,15.5649591568629,NA
"CUB",2020,NA,NA,3.87,NA,NA,11326616,15.8934142377564,NA
"CUW",1986,NA,NA,NA,NA,NA,152662,6.71140492342961,343.833333333333
"CUW",1987,NA,NA,NA,NA,NA,151456,6.91525696146583,341.117117117117
"CUW",1988,NA,NA,NA,NA,NA,149254,7.12138369867076,336.157657657658
"CUW",1989,NA,NA,NA,NA,NA,146937,7.32243402754223,330.939189189189
"CUW",1990,NA,NA,NA,NA,NA,145400,7.51551101111338,327.477477477477
"CUW",1991,NA,NA,NA,NA,NA,144403,7.72018599562363,325.231981981982
"CUW",1992,NA,NA,NA,NA,NA,143912,7.93294252999507,324.126126126126
"CUW",1993,NA,NA,NA,NA,NA,144299,8.15885516711487,324.997747747748
"CUW",1994,NA,NA,NA,NA,NA,144630,8.3940273002267,325.743243243243
"CUW",1995,NA,NA,NA,NA,NA,145139,8.63624358849613,326.88963963964
"CUW",1996,NA,NA,NA,NA,NA,146306,8.94702364600723,329.518018018018
"CUW",1997,NA,NA,NA,NA,NA,146956,9.26439499802931,330.981981981982
"CUW",1998,NA,NA,NA,NA,NA,144472,9.58563798306311,325.387387387387
"CUW",1999,NA,NA,NA,NA,NA,139428,9.92509084410556,314.027027027027
"CUW",2000,NA,NA,NA,NA,NA,133860,10.2701680036325,301.486486486487
"CUW",2001,NA,NA,NA,NA,NA,129047,10.6016686604705,290.646396396396
"CUW",2002,NA,NA,NA,NA,NA,129205,10.9253592594027,291.002252252252
"CUW",2003,NA,NA,NA,NA,NA,131897,11.2651160617646,297.065315315315
"CUW",2004,NA,NA,NA,NA,NA,134192,11.6338691257701,302.234234234234
"CUW",2005,NA,NA,NA,NA,NA,137658,12.0348881887343,310.040540540541
"CUW",2006,NA,NA,NA,2.1,NA,141239,12.1624877644756,318.105855855856
"CUW",2007,NA,NA,NA,2,NA,144056,12.3341825529298,324.45045045045
"CUW",2008,NA,NA,NA,2.2,NA,145880,12.5459213344492,328.558558558559
"CUW",2009,NA,NA,NA,2.1,NA,146833,12.7848824010952,330.704954954955
"CUW",2010,NA,NA,NA,2.2,NA,148703,13.043594830822,334.916666666667
"CUW",2011,NA,9.78,NA,2.1,NA,150831,13.4090536060139,339.709459459459
"CUW",2012,NA,NA,NA,2.2,NA,152088,13.8053314558479,342.540540540541
"CUW",2013,NA,13.03,NA,2.1,NA,153822,14.2543719785196,346.445945945946
"CUW",2014,NA,12.61,NA,2,NA,155909,14.7593137316787,351.146396396396
"CUW",2015,NA,11.71,NA,1.9,NA,157980,15.3190238165245,355.810810810811
"CUW",2016,NA,NA,NA,1.7,NA,159664,15.7595062464297,359.603603603604
"CUW",2017,NA,NA,NA,1.5,NA,160175,16.214497799342,360.754504504504
"CUW",2018,NA,13.43,NA,1.7,NA,159336,16.6848948092804,358.864864864865
"CUW",2019,NA,NA,NA,1.6,NA,157441,17.1688368905424,NA
"CUW",2020,NA,NA,NA,NA,NA,155014,17.6668108938224,NA
"CYM",1986,NA,NA,NA,NA,NA,20426,NA,85.1083333333333
"CYM",1987,NA,NA,NA,NA,NA,21539,NA,89.7458333333333
"CYM",1988,NA,NA,NA,NA,NA,22775,NA,94.8958333333333
"CYM",1989,NA,NA,NA,NA,NA,24028,NA,100.116666666667
"CYM",1990,NA,NA,NA,NA,NA,25307,NA,105.445833333333
"CYM",1991,NA,5.91,NA,NA,NA,26540,NA,110.583333333333
"CYM",1992,NA,NA,NA,NA,NA,27784,NA,115.766666666667
"CYM",1993,NA,7.22,NA,NA,NA,29068,NA,121.116666666667
"CYM",1994,NA,5.74,NA,NA,NA,30521,NA,127.170833333333
"CYM",1995,NA,4.94,NA,NA,NA,32161,NA,134.004166666667
"CYM",1996,NA,5.1,NA,NA,NA,34065,NA,141.9375
"CYM",1997,NA,4.14,NA,NA,NA,36155,NA,150.645833333333
"CYM",1998,NA,4.17,NA,NA,NA,38330,NA,159.708333333333
"CYM",1999,NA,NA,NA,NA,NA,40423,NA,168.429166666667
"CYM",2000,NA,NA,NA,NA,NA,42305,NA,176.270833333333
"CYM",2001,NA,7.54,NA,NA,NA,43934,NA,183.058333333333
"CYM",2002,NA,5.37,NA,NA,NA,45347,NA,188.945833333333
"CYM",2003,NA,3.61,NA,NA,NA,46624,NA,194.266666666667
"CYM",2004,NA,3.45,NA,NA,NA,47899,NA,199.579166666667
"CYM",2005,NA,3.54,NA,NA,NA,49261,NA,205.254166666667
"CYM",2006,88301.1908959044,2.62,NA,NA,NA,50729,NA,211.370833333333
"CYM",2007,88391.329979757,3.83,NA,NA,NA,52280,NA,217.833333333333
"CYM",2008,85531.3990707196,3.97,NA,NA,NA,53835,NA,224.3125
"CYM",2009,77240.6624564005,6.04,NA,NA,NA,55321,NA,230.504166666667
"CYM",2010,73351.7567693109,6.68,NA,NA,NA,56672,NA,236.133333333333
"CYM",2011,72664.2460250502,6.78,NA,NA,NA,57877,NA,241.154166666667
"CYM",2012,72203.0247171231,6.21,NA,NA,NA,58963,NA,245.679166666667
"CYM",2013,71943.2031564776,6.27,NA,NA,NA,59933,NA,249.720833333333
"CYM",2014,72742.3939818386,4.7,NA,NA,NA,60848,NA,253.533333333333
"CYM",2015,73745.2353647457,4.24,NA,NA,NA,61721,NA,257.170833333333
"CYM",2016,75108.7114208427,NA,NA,NA,NA,62564,NA,260.683333333333
"CYM",2017,76499.9976155518,NA,NA,NA,NA,63382,NA,264.091666666667
"CYM",2018,78727.4015914237,NA,NA,NA,NA,64172,NA,267.383333333333
"CYM",2019,80755.96394823,NA,NA,NA,NA,64948,NA,NA
"CYM",2020,NA,NA,NA,NA,NA,65720,NA,NA
"CYP",1986,16045.6207277803,3.7,NA,2.456,NA,712335,9.83757756127692,77.0925324675325
"CYP",1987,16993.4794109148,3.4,NA,2.45,NA,723384,9.83941961027183,78.2883116883117
"CYP",1988,18268.1238749989,2.8,NA,2.442,NA,736476,9.85357256332199,79.7051948051948
"CYP",1989,19440.8480288613,2.3,NA,2.43,NA,751043,9.87701169167842,81.28170995671
"CYP",1990,20440.1016822124,1.8,NA,2.411,38.369128576357,766616,9.90666762325287,82.9670995670996
"CYP",1991,20065.078347886,3,2.09,2.381,38.5358511997728,783121,9.92678043323918,84.753354978355
"CYP",1992,21374.8935729026,2.09,2.09,2.337,39.2010938133959,800610,9.94802719423041,86.6461038961039
"CYP",1993,21010.9587379038,2.7,2.46,2.278,38.6489587392302,818750,9.9831938110232,88.6093073593074
"CYP",1994,21795.1299530225,2.7,2.89,2.206,39.6430774075872,837104,10.0395408010895,90.595670995671
"CYP",1995,23193.4050231714,2.6,3.36,2.124,39.2895998193593,855391,10.1162870901105,92.5747835497835
"CYP",1996,23111.6748031885,3.1,3.89,2.036,39.5240663340973,873426,10.1128548252107,94.5266233766234
"CYP",1997,23388.1423316642,3.4,4.46,1.946,40.4356101990376,891190,10.1234304693724,96.4491341991342
"CYP",1998,24514.9231345503,3.3,5.07,1.861,40.3951531806955,908710,10.1479913106827,98.3452380952381
"CYP",1999,25453.7467449106,5.7,5.7,1.783,40.332173458072,926049,10.1832954302486,100.221753246753
"CYP",2000,26686.7672681302,4.97,4.97,1.716,40.7301919595326,943288,10.2286677479884,102.087445887446
"CYP",2001,27444.1704575173,3.98,3.98,1.66,41.7968313461191,960274,10.281106681829,103.925757575758
"CYP",2002,28141.5453784055,3.3,3.3,1.614,42.177128290553,976968,10.3561646079078,105.732467532468
"CYP",2003,28530.9168801287,4.14,4.14,1.576,42.3824254923369,993562,10.4657681495788,107.528354978355
"CYP",2004,29566.8206405186,4.33,4.33,1.545,42.0963228435367,1010410,10.6075961393813,109.351731601732
"CYP",2005,30558.4223752765,5.3,5.3,1.52,41.8395352428009,1027657,10.7656992279563,111.21829004329
"CYP",2006,31469.4602423868,4.54,4.54,1.498,42.516267756263,1045508,10.881323606633,113.150216450216
"CYP",2007,32377.0733093763,3.92,3.92,1.479,43.3310533515732,1063708,10.9898064609533,115.119913419913
"CYP",2008,32725.6336182866,3.65,3.66,1.461,43.9108858507435,1081568,11.1055944036547,117.052813852814
"CYP",2009,31216.7678605042,5.36,5.36,1.443,44.6790358549963,1098089,11.2454158747563,118.840800865801
"CYP",2010,31023.6383309791,6.26,6.26,1.424,45.344080477236,1112617,11.4175471772729,120.413095238095
"CYP",2011,30363.5084896573,7.86,7.86,1.406,45.3358744210828,1124837,11.6674208526955,121.735606060606
"CYP",2012,28873.621277345,11.8,11.8,1.39,45.0591590419121,1135046,11.9400447206545,122.840476190476
"CYP",2013,27044.3046420299,15.87,15.87,1.376,45.1773777101829,1143866,12.2323768693186,123.795021645022
"CYP",2014,26843.415457025,16.09,16.09,1.364,45.9579120068537,1152297,12.5336179851339,124.707467532468
"CYP",2015,27865.5932241651,14.91,14.91,1.354,46.4256281091028,1160987,12.8329823382731,125.647943722944
"CYP",2016,29523.8651524712,12.95,12.95,1.345,46.18688049451,1170189,13.1237998713026,126.643831168831
"CYP",2017,30758.3123095539,11.05,11.05,1.337,46.1962409140149,1179685,13.4153557157123,127.671536796537
"CYP",2018,31977.8096482792,8.37,8.37,1.329,46.0167388222735,1189262,13.7190617734483,128.708008658009
"CYP",2019,32517.2372758989,7.07,7.07,1.321,45.8462181165418,1198574,14.0482656487913,NA
"CYP",2020,30438.4675161368,7.59,7.21,NA,NA,1207361,14.4088046720155,NA
"CZE",1986,NA,NA,NA,1.92,NA,10342227,11.805015992582,133.845308657953
"CZE",1987,NA,NA,NA,1.91,NA,10347318,12.0172754731699,133.911194512747
