"iso3c","year","socx_perhead","socx"
"GRC",2019,NA,24.021
"HUN",2019,NA,18.098
"ISL",2018,NA,16.433
"ISL",2019,NA,17.406
"IRL",2018,NA,13.59
"IRL",2019,NA,13.363
"ITA",2018,NA,27.768
"ITA",2019,NA,28.195
"KOR",2019,NA,12.2
"LUX",2018,NA,21.46
"LUX",2019,NA,21.637
"NLD",2018,NA,16.221
"NLD",2019,NA,16.08
"NOR",2018,NA,24.38
"NOR",2019,NA,25.316
"POL",2018,NA,20.601
"POL",2019,NA,21.336
"PRT",2018,NA,22.521
"PRT",2019,NA,22.606
"SVK",1990,NA,NA
"SVK",1991,NA,NA
"SVK",2018,NA,17.168
"SVK",2019,NA,17.67
"ESP",2018,NA,24.17
"ESP",2019,NA,24.669
"SWE",2018,NA,25.79
"SWE",2019,NA,25.452
"TUR",1985,NA,1.951
"TUR",1986,NA,2.096
"TUR",1987,NA,2.188
"TUR",1988,NA,2.555
"TUR",1989,NA,3.087
"TUR",1990,NA,3.795
"TUR",1991,NA,4.057
"TUR",1992,NA,4.166
"TUR",1993,NA,3.973
"TUR",2018,NA,12.201
"TUR",2019,NA,11.991
"GBR",2018,NA,20.291
"GBR",2019,NA,20.616
"USA",2019,NA,18.71
"EST",2018,NA,17.511
"EST",2019,NA,17.688
"ISR",1985,NA,NA
"ISR",1986,NA,NA
"ISR",1987,NA,NA
"ISR",1988,NA,NA
"ISR",1989,NA,NA
"ISR",1990,NA,NA
"ISR",1991,NA,NA
"ISR",1992,NA,NA
"ISR",1993,NA,NA
"ISR",1994,NA,NA
"SVN",1990,NA,NA
"SVN",1991,NA,NA
"SVN",1992,NA,NA
"SVN",1993,NA,NA
"SVN",1994,NA,NA
"SVN",2018,NA,21.018
"SVN",2019,NA,21.112
"OECD",2018,NA,19.809
"OECD",2019,NA,20.031
"LVA",2018,NA,15.847
"LVA",2019,NA,16.436
"LTU",2018,NA,16.205
"LTU",2019,NA,16.698
"CRI",2017,NA,11.94
"CRI",2018,NA,12.229
