"iso3","year","cow_code","country_name","variable","regime"
"CMR",1904,471,"Cameroon","v2x_regime_amb_interpol",3
"COD",1904,490,"Democratic Republic of the Congo","v2x_regime_amb_interpol",0
"COG",1904,484,"Republic of the Congo","v2x_regime_amb_interpol",0
"COL",1904,100,"Colombia","v2x_regime_amb_interpol",0
"COM",1904,581,"Comoros","v2x_regime_amb_interpol",0
"CPV",1904,402,"Cape Verde","v2x_regime_amb_interpol",0
"CRI",1904,94,"Costa Rica","v2x_regime_amb_interpol",0
"CUB",1904,40,"Cuba","v2x_regime_amb_interpol",3
"CYP",1904,352,"Cyprus","v2x_regime_amb_interpol",0
"CZE",1904,316,"Czech Republic","v2x_regime_amb_interpol",0
"DEU",1904,255,"Germany","v2x_regime_amb_interpol",0
"DJI",1904,522,"Djibouti","v2x_regime_amb_interpol",0
"DNK",1904,390,"Denmark","v2x_regime_amb_interpol",8
"DOM",1904,42,"Dominican Republic","v2x_regime_amb_interpol",0
"DZA",1904,615,"Algeria","v2x_regime_amb_interpol",0
"ECU",1904,130,"Ecuador","v2x_regime_amb_interpol",3
"EGY",1904,651,"Egypt","v2x_regime_amb_interpol",0
"ESP",1904,230,"Spain","v2x_regime_amb_interpol",0
"EST",1904,366,"Estonia","v2x_regime_amb_interpol",0
"ETH",1904,530,"Ethiopia","v2x_regime_amb_interpol",0
"FIN",1904,375,"Finland","v2x_regime_amb_interpol",0
"FJI",1904,950,"Fiji","v2x_regime_amb_interpol",0
"FRA",1904,220,"France","v2x_regime_amb_interpol",6
"GAB",1904,481,"Gabon","v2x_regime_amb_interpol",0
"GBR",1904,200,"United Kingdom","v2x_regime_amb_interpol",4
"GEO",1904,372,"Georgia","v2x_regime_amb_interpol",0
"GHA",1904,452,"Ghana","v2x_regime_amb_interpol",0
"GIN",1904,438,"Guinea","v2x_regime_amb_interpol",0
"GMB",1904,420,"The Gambia","v2x_regime_amb_interpol",0
"GNB",1904,404,"Guinea-Bissau","v2x_regime_amb_interpol",0
"GNQ",1904,411,"Equatorial Guinea","v2x_regime_amb_interpol",0
"GRC",1904,350,"Greece","v2x_regime_amb_interpol",3
"GTM",1904,90,"Guatemala","v2x_regime_amb_interpol",0
"GUY",1904,110,"Guyana","v2x_regime_amb_interpol",0
"HND",1904,91,"Honduras","v2x_regime_amb_interpol",3
"HRV",1904,344,"Croatia","v2x_regime_amb_interpol",0
"HTI",1904,41,"Haiti","v2x_regime_amb_interpol",0
"HUN",1904,310,"Hungary","v2x_regime_amb_interpol",3
"IDN",1904,850,"Indonesia","v2x_regime_amb_interpol",0
"IND",1904,750,"India","v2x_regime_amb_interpol",0
"IRL",1904,205,"Ireland","v2x_regime_amb_interpol",4
"IRN",1904,630,"Iran","v2x_regime_amb_interpol",0
"IRQ",1904,645,"Iraq","v2x_regime_amb_interpol",0
"ISR",1904,666,"Israel","v2x_regime_amb_interpol",0
"ITA",1904,325,"Italy","v2x_regime_amb_interpol",3
"JAM",1904,51,"Jamaica","v2x_regime_amb_interpol",0
"JOR",1904,663,"Jordan","v2x_regime_amb_interpol",0
"JPN",1904,740,"Japan","v2x_regime_amb_interpol",0
"KAZ",1904,705,"Kazakhstan","v2x_regime_amb_interpol",0
"KEN",1904,501,"Kenya","v2x_regime_amb_interpol",0
"KGZ",1904,703,"Kyrgyzstan","v2x_regime_amb_interpol",0
"KHM",1904,811,"Cambodia","v2x_regime_amb_interpol",0
"KOR",1904,732,"South Korea","v2x_regime_amb_interpol",0
"KWT",1904,690,"Kuwait","v2x_regime_amb_interpol",0
"LAO",1904,812,"Laos","v2x_regime_amb_interpol",0
"LBN",1904,660,"Lebanon","v2x_regime_amb_interpol",0
"LBR",1904,450,"Liberia","v2x_regime_amb_interpol",3
"LBY",1904,620,"Libya","v2x_regime_amb_interpol",0
"LKA",1904,780,"Sri Lanka","v2x_regime_amb_interpol",0
"LSO",1904,570,"Lesotho","v2x_regime_amb_interpol",0
"LTU",1904,368,"Lithuania","v2x_regime_amb_interpol",0
"LUX",1904,212,"Luxembourg","v2x_regime_amb_interpol",3
"LVA",1904,367,"Latvia","v2x_regime_amb_interpol",0
"MAR",1904,600,"Morocco","v2x_regime_amb_interpol",0
"MDA",1904,359,"Moldova","v2x_regime_amb_interpol",0
"MDG",1904,580,"Madagascar","v2x_regime_amb_interpol",0
"MEX",1904,70,"Mexico","v2x_regime_amb_interpol",0
"MKD",1904,343,"Macedonia","v2x_regime_amb_interpol",0
"MLI",1904,432,"Mali","v2x_regime_amb_interpol",0
"MMR",1904,775,"Burma/Myanmar","v2x_regime_amb_interpol",0
"MNE",1904,341,"Montenegro","v2x_regime_amb_interpol",0
"MNG",1904,712,"Mongolia","v2x_regime_amb_interpol",0
"MOZ",1904,541,"Mozambique","v2x_regime_amb_interpol",0
"MRT",1904,435,"Mauritania","v2x_regime_amb_interpol",0
"MUS",1904,590,"Mauritius","v2x_regime_amb_interpol",0
"MWI",1904,553,"Malawi","v2x_regime_amb_interpol",0
"MYS",1904,820,"Malaysia","v2x_regime_amb_interpol",0
"NAM",1904,565,"Namibia","v2x_regime_amb_interpol",0
"NER",1904,436,"Niger","v2x_regime_amb_interpol",0
"NGA",1904,475,"Nigeria","v2x_regime_amb_interpol",0
"NIC",1904,93,"Nicaragua","v2x_regime_amb_interpol",0
"NLD",1904,210,"Netherlands","v2x_regime_amb_interpol",4
"NOR",1904,385,"Norway","v2x_regime_amb_interpol",3
"NPL",1904,790,"Nepal","v2x_regime_amb_interpol",0
"NZL",1904,920,"New Zealand","v2x_regime_amb_interpol",7
"OMN",1904,698,"Oman","v2x_regime_amb_interpol",0
"PAK",1904,770,"Pakistan","v2x_regime_amb_interpol",0
"PAN",1904,95,"Panama","v2x_regime_amb_interpol",3
"PER",1904,135,"Peru","v2x_regime_amb_interpol",3
"PHL",1904,840,"Philippines","v2x_regime_amb_interpol",0
"PNG",1904,910,"Papua New Guinea","v2x_regime_amb_interpol",0
"POL",1904,290,"Poland","v2x_regime_amb_interpol",0
"PRK",1904,731,"North Korea","v2x_regime_amb_interpol",0
"PRT",1904,235,"Portugal","v2x_regime_amb_interpol",0
"PRY",1904,150,"Paraguay","v2x_regime_amb_interpol",0
"QAT",1904,694,"Qatar","v2x_regime_amb_interpol",0
"ROU",1904,360,"Romania","v2x_regime_amb_interpol",0
"RUS",1904,365,"Russia","v2x_regime_amb_interpol",0
"RWA",1904,517,"Rwanda","v2x_regime_amb_interpol",0
"SAU",1904,670,"Saudi Arabia","v2x_regime_amb_interpol",0
"SDN",1904,625,"Sudan","v2x_regime_amb_interpol",0
"SEN",1904,433,"Senegal","v2x_regime_amb_interpol",0
"SGP",1904,830,"Singapore","v2x_regime_amb_interpol",0
"SLB",1904,940,"Solomon Islands","v2x_regime_amb_interpol",0
"SLE",1904,451,"Sierra Leone","v2x_regime_amb_interpol",0
"SLV",1904,92,"El Salvador","v2x_regime_amb_interpol",0
"SOM",1904,520,"Somalia","v2x_regime_amb_interpol",0
"SRB",1904,NA,"Serbia","v2x_regime_amb_interpol",0
"SSD",1904,626,"South Sudan","v2x_regime_amb_interpol",0
"SUR",1904,115,"Suriname","v2x_regime_amb_interpol",0
"SVK",1904,317,"Slovakia","v2x_regime_amb_interpol",0
"SVN",1904,349,"Slovenia","v2x_regime_amb_interpol",0
"SWE",1904,380,"Sweden","v2x_regime_amb_interpol",0
"SWZ",1904,572,"Swaziland","v2x_regime_amb_interpol",0
"SYR",1904,652,"Syria","v2x_regime_amb_interpol",0
"TCD",1904,483,"Chad","v2x_regime_amb_interpol",0
"TGO",1904,461,"Togo","v2x_regime_amb_interpol",0
"THA",1904,800,"Thailand","v2x_regime_amb_interpol",0
"TJK",1904,702,"Tajikistan","v2x_regime_amb_interpol",0
"TKM",1904,701,"Turkmenistan","v2x_regime_amb_interpol",0
"TLS",1904,860,"Timor-Leste","v2x_regime_amb_interpol",0
"TTO",1904,52,"Trinidad and Tobago","v2x_regime_amb_interpol",0
"TUN",1904,616,"Tunisia","v2x_regime_amb_interpol",0
"TUR",1904,640,"Turkey","v2x_regime_amb_interpol",0
"TZA",1904,510,"Tanzania","v2x_regime_amb_interpol",0
"UGA",1904,500,"Uganda","v2x_regime_amb_interpol",0
"UKR",1904,369,"Ukraine","v2x_regime_amb_interpol",0
"URY",1904,165,"Uruguay","v2x_regime_amb_interpol",3
"USA",1904,2,"United States of America","v2x_regime_amb_interpol",3
"UZB",1904,704,"Uzbekistan","v2x_regime_amb_interpol",0
"VEN",1904,101,"Venezuela","v2x_regime_amb_interpol",0
"VNM",1904,816,"Vietnam","v2x_regime_amb_interpol",0
"YEM",1904,679,"Yemen","v2x_regime_amb_interpol",0
"ZAF",1904,560,"South Africa","v2x_regime_amb_interpol",0
"ZMB",1904,551,"Zambia","v2x_regime_amb_interpol",0
"ZWE",1904,552,"Zimbabwe","v2x_regime_amb_interpol",0
"AFG",1905,700,"Afghanistan","v2x_regime_amb_interpol",0
"AGO",1905,540,"Angola","v2x_regime_amb_interpol",0
"ALB",1905,339,"Albania","v2x_regime_amb_interpol",0
"ARE",1905,696,"United Arab Emirates","v2x_regime_amb_interpol",0
"ARG",1905,160,"Argentina","v2x_regime_amb_interpol",0
"ARM",1905,371,"Armenia","v2x_regime_amb_interpol",0
"AUS",1905,900,"Australia","v2x_regime_amb_interpol",8
"AUT",1905,305,"Austria","v2x_regime_amb_interpol",0
"AZE",1905,373,"Azerbaijan","v2x_regime_amb_interpol",0
"BDI",1905,516,"Burundi","v2x_regime_amb_interpol",0
"BEL",1905,211,"Belgium","v2x_regime_amb_interpol",8
"BEN",1905,434,"Benin","v2x_regime_amb_interpol",0
"BFA",1905,439,"Burkina Faso","v2x_regime_amb_interpol",0
"BGD",1905,771,"Bangladesh","v2x_regime_amb_interpol",0
"BGR",1905,355,"Bulgaria","v2x_regime_amb_interpol",0
"BHR",1905,692,"Bahrain","v2x_regime_amb_interpol",0
"BIH",1905,346,"Bosnia and Herzegovina","v2x_regime_amb_interpol",0
"BLR",1905,370,"Belarus","v2x_regime_amb_interpol",0
"BOL",1905,145,"Bolivia","v2x_regime_amb_interpol",3
"BRA",1905,140,"Brazil","v2x_regime_amb_interpol",3
"BTN",1905,760,"Bhutan","v2x_regime_amb_interpol",0
"BWA",1905,571,"Botswana","v2x_regime_amb_interpol",0
"CAF",1905,482,"Central African Republic","v2x_regime_amb_interpol",0
"CAN",1905,20,"Canada","v2x_regime_amb_interpol",4
"CHE",1905,225,"Switzerland","v2x_regime_amb_interpol",9
"CHL",1905,155,"Chile","v2x_regime_amb_interpol",3
"CHN",1905,710,"China","v2x_regime_amb_interpol",0
"CIV",1905,437,"Ivory Coast","v2x_regime_amb_interpol",0
"CMR",1905,471,"Cameroon","v2x_regime_amb_interpol",3
"COD",1905,490,"Democratic Republic of the Congo","v2x_regime_amb_interpol",0
"COG",1905,484,"Republic of the Congo","v2x_regime_amb_interpol",0
"COL",1905,100,"Colombia","v2x_regime_amb_interpol",0
"COM",1905,581,"Comoros","v2x_regime_amb_interpol",0
"CPV",1905,402,"Cape Verde","v2x_regime_amb_interpol",0
"CRI",1905,94,"Costa Rica","v2x_regime_amb_interpol",0
"CUB",1905,40,"Cuba","v2x_regime_amb_interpol",3
"CYP",1905,352,"Cyprus","v2x_regime_amb_interpol",0
"CZE",1905,316,"Czech Republic","v2x_regime_amb_interpol",0
"DEU",1905,255,"Germany","v2x_regime_amb_interpol",0
"DJI",1905,522,"Djibouti","v2x_regime_amb_interpol",0
"DNK",1905,390,"Denmark","v2x_regime_amb_interpol",8
"DOM",1905,42,"Dominican Republic","v2x_regime_amb_interpol",0
"DZA",1905,615,"Algeria","v2x_regime_amb_interpol",0
"ECU",1905,130,"Ecuador","v2x_regime_amb_interpol",3
"EGY",1905,651,"Egypt","v2x_regime_amb_interpol",0
"ESP",1905,230,"Spain","v2x_regime_amb_interpol",0
"EST",1905,366,"Estonia","v2x_regime_amb_interpol",0
"ETH",1905,530,"Ethiopia","v2x_regime_amb_interpol",0
"FIN",1905,375,"Finland","v2x_regime_amb_interpol",0
"FJI",1905,950,"Fiji","v2x_regime_amb_interpol",0
"FRA",1905,220,"France","v2x_regime_amb_interpol",6
"GAB",1905,481,"Gabon","v2x_regime_amb_interpol",0
"GBR",1905,200,"United Kingdom","v2x_regime_amb_interpol",4
"GEO",1905,372,"Georgia","v2x_regime_amb_interpol",0
"GHA",1905,452,"Ghana","v2x_regime_amb_interpol",0
"GIN",1905,438,"Guinea","v2x_regime_amb_interpol",0
"GMB",1905,420,"The Gambia","v2x_regime_amb_interpol",0
"GNB",1905,404,"Guinea-Bissau","v2x_regime_amb_interpol",0
"GNQ",1905,411,"Equatorial Guinea","v2x_regime_amb_interpol",0
"GRC",1905,350,"Greece","v2x_regime_amb_interpol",3
"GTM",1905,90,"Guatemala","v2x_regime_amb_interpol",0
"GUY",1905,110,"Guyana","v2x_regime_amb_interpol",0
"HND",1905,91,"Honduras","v2x_regime_amb_interpol",3
"HRV",1905,344,"Croatia","v2x_regime_amb_interpol",0
"HTI",1905,41,"Haiti","v2x_regime_amb_interpol",1
"HUN",1905,310,"Hungary","v2x_regime_amb_interpol",3
"IDN",1905,850,"Indonesia","v2x_regime_amb_interpol",0
"IND",1905,750,"India","v2x_regime_amb_interpol",0
"IRL",1905,205,"Ireland","v2x_regime_amb_interpol",4
"IRN",1905,630,"Iran","v2x_regime_amb_interpol",0
"IRQ",1905,645,"Iraq","v2x_regime_amb_interpol",0
"ISR",1905,666,"Israel","v2x_regime_amb_interpol",0
"ITA",1905,325,"Italy","v2x_regime_amb_interpol",3
"JAM",1905,51,"Jamaica","v2x_regime_amb_interpol",0
"JOR",1905,663,"Jordan","v2x_regime_amb_interpol",0
"JPN",1905,740,"Japan","v2x_regime_amb_interpol",0
"KAZ",1905,705,"Kazakhstan","v2x_regime_amb_interpol",0
"KEN",1905,501,"Kenya","v2x_regime_amb_interpol",0
"KGZ",1905,703,"Kyrgyzstan","v2x_regime_amb_interpol",0
"KHM",1905,811,"Cambodia","v2x_regime_amb_interpol",0
"KOR",1905,732,"South Korea","v2x_regime_amb_interpol",0
"KWT",1905,690,"Kuwait","v2x_regime_amb_interpol",0
"LAO",1905,812,"Laos","v2x_regime_amb_interpol",0
"LBN",1905,660,"Lebanon","v2x_regime_amb_interpol",0
"LBR",1905,450,"Liberia","v2x_regime_amb_interpol",3
"LBY",1905,620,"Libya","v2x_regime_amb_interpol",0
"LKA",1905,780,"Sri Lanka","v2x_regime_amb_interpol",0
"LSO",1905,570,"Lesotho","v2x_regime_amb_interpol",0
"LTU",1905,368,"Lithuania","v2x_regime_amb_interpol",0
"LUX",1905,212,"Luxembourg","v2x_regime_amb_interpol",3
"LVA",1905,367,"Latvia","v2x_regime_amb_interpol",0
"MAR",1905,600,"Morocco","v2x_regime_amb_interpol",0
"MDA",1905,359,"Moldova","v2x_regime_amb_interpol",0
"MDG",1905,580,"Madagascar","v2x_regime_amb_interpol",0
"MEX",1905,70,"Mexico","v2x_regime_amb_interpol",0
"MKD",1905,343,"Macedonia","v2x_regime_amb_interpol",0
"MLI",1905,432,"Mali","v2x_regime_amb_interpol",0
"MMR",1905,775,"Burma/Myanmar","v2x_regime_amb_interpol",0
"MNE",1905,341,"Montenegro","v2x_regime_amb_interpol",0
"MNG",1905,712,"Mongolia","v2x_regime_amb_interpol",0
"MOZ",1905,541,"Mozambique","v2x_regime_amb_interpol",0
"MRT",1905,435,"Mauritania","v2x_regime_amb_interpol",0
"MUS",1905,590,"Mauritius","v2x_regime_amb_interpol",0
"MWI",1905,553,"Malawi","v2x_regime_amb_interpol",0
"MYS",1905,820,"Malaysia","v2x_regime_amb_interpol",0
"NAM",1905,565,"Namibia","v2x_regime_amb_interpol",0
"NER",1905,436,"Niger","v2x_regime_amb_interpol",0
"NGA",1905,475,"Nigeria","v2x_regime_amb_interpol",0
"NIC",1905,93,"Nicaragua","v2x_regime_amb_interpol",3
"NLD",1905,210,"Netherlands","v2x_regime_amb_interpol",4
"NOR",1905,385,"Norway","v2x_regime_amb_interpol",3
"NPL",1905,790,"Nepal","v2x_regime_amb_interpol",0
"NZL",1905,920,"New Zealand","v2x_regime_amb_interpol",7
"OMN",1905,698,"Oman","v2x_regime_amb_interpol",0
"PAK",1905,770,"Pakistan","v2x_regime_amb_interpol",0
"PAN",1905,95,"Panama","v2x_regime_amb_interpol",3
"PER",1905,135,"Peru","v2x_regime_amb_interpol",3
"PHL",1905,840,"Philippines","v2x_regime_amb_interpol",0
"PNG",1905,910,"Papua New Guinea","v2x_regime_amb_interpol",0
"POL",1905,290,"Poland","v2x_regime_amb_interpol",0
"PRK",1905,731,"North Korea","v2x_regime_amb_interpol",0
"PRT",1905,235,"Portugal","v2x_regime_amb_interpol",0
"PRY",1905,150,"Paraguay","v2x_regime_amb_interpol",0
"QAT",1905,694,"Qatar","v2x_regime_amb_interpol",0
"ROU",1905,360,"Romania","v2x_regime_amb_interpol",0
"RUS",1905,365,"Russia","v2x_regime_amb_interpol",0
"RWA",1905,517,"Rwanda","v2x_regime_amb_interpol",0
"SAU",1905,670,"Saudi Arabia","v2x_regime_amb_interpol",0
"SDN",1905,625,"Sudan","v2x_regime_amb_interpol",0
"SEN",1905,433,"Senegal","v2x_regime_amb_interpol",0
"SGP",1905,830,"Singapore","v2x_regime_amb_interpol",0
"SLB",1905,940,"Solomon Islands","v2x_regime_amb_interpol",0
"SLE",1905,451,"Sierra Leone","v2x_regime_amb_interpol",0
"SLV",1905,92,"El Salvador","v2x_regime_amb_interpol",0
"SOM",1905,520,"Somalia","v2x_regime_amb_interpol",0
"SRB",1905,NA,"Serbia","v2x_regime_amb_interpol",0
"SSD",1905,626,"South Sudan","v2x_regime_amb_interpol",0
"SUR",1905,115,"Suriname","v2x_regime_amb_interpol",0
"SVK",1905,317,"Slovakia","v2x_regime_amb_interpol",0
"SVN",1905,349,"Slovenia","v2x_regime_amb_interpol",0
"SWE",1905,380,"Sweden","v2x_regime_amb_interpol",0
"SWZ",1905,572,"Swaziland","v2x_regime_amb_interpol",0
"SYR",1905,652,"Syria","v2x_regime_amb_interpol",0
"TCD",1905,483,"Chad","v2x_regime_amb_interpol",0
"TGO",1905,461,"Togo","v2x_regime_amb_interpol",0
"THA",1905,800,"Thailand","v2x_regime_amb_interpol",0
"TJK",1905,702,"Tajikistan","v2x_regime_amb_interpol",0
"TKM",1905,701,"Turkmenistan","v2x_regime_amb_interpol",0
"TLS",1905,860,"Timor-Leste","v2x_regime_amb_interpol",0
"TTO",1905,52,"Trinidad and Tobago","v2x_regime_amb_interpol",0
"TUN",1905,616,"Tunisia","v2x_regime_amb_interpol",0
"TUR",1905,640,"Turkey","v2x_regime_amb_interpol",0
"TZA",1905,510,"Tanzania","v2x_regime_amb_interpol",0
"UGA",1905,500,"Uganda","v2x_regime_amb_interpol",0
"UKR",1905,369,"Ukraine","v2x_regime_amb_interpol",0
"URY",1905,165,"Uruguay","v2x_regime_amb_interpol",3
"USA",1905,2,"United States of America","v2x_regime_amb_interpol",3
"UZB",1905,704,"Uzbekistan","v2x_regime_amb_interpol",0
"VEN",1905,101,"Venezuela","v2x_regime_amb_interpol",0
"VNM",1905,816,"Vietnam","v2x_regime_amb_interpol",0
"YEM",1905,679,"Yemen","v2x_regime_amb_interpol",0
"ZAF",1905,560,"South Africa","v2x_regime_amb_interpol",0
"ZMB",1905,551,"Zambia","v2x_regime_amb_interpol",0
"ZWE",1905,552,"Zimbabwe","v2x_regime_amb_interpol",0
"AFG",1906,700,"Afghanistan","v2x_regime_amb_interpol",0
"AGO",1906,540,"Angola","v2x_regime_amb_interpol",0
"ALB",1906,339,"Albania","v2x_regime_amb_interpol",0
"ARE",1906,696,"United Arab Emirates","v2x_regime_amb_interpol",0
"ARG",1906,160,"Argentina","v2x_regime_amb_interpol",0
"ARM",1906,371,"Armenia","v2x_regime_amb_interpol",0
"AUS",1906,900,"Australia","v2x_regime_amb_interpol",8
"AUT",1906,305,"Austria","v2x_regime_amb_interpol",0
"AZE",1906,373,"Azerbaijan","v2x_regime_amb_interpol",0
"BDI",1906,516,"Burundi","v2x_regime_amb_interpol",0
"BEL",1906,211,"Belgium","v2x_regime_amb_interpol",8
"BEN",1906,434,"Benin","v2x_regime_amb_interpol",0
"BFA",1906,439,"Burkina Faso","v2x_regime_amb_interpol",0
"BGD",1906,771,"Bangladesh","v2x_regime_amb_interpol",0
"BGR",1906,355,"Bulgaria","v2x_regime_amb_interpol",0
"BHR",1906,692,"Bahrain","v2x_regime_amb_interpol",0
"BIH",1906,346,"Bosnia and Herzegovina","v2x_regime_amb_interpol",0
"BLR",1906,370,"Belarus","v2x_regime_amb_interpol",0
"BOL",1906,145,"Bolivia","v2x_regime_amb_interpol",3
"BRA",1906,140,"Brazil","v2x_regime_amb_interpol",3
"BTN",1906,760,"Bhutan","v2x_regime_amb_interpol",0
"BWA",1906,571,"Botswana","v2x_regime_amb_interpol",0
"CAF",1906,482,"Central African Republic","v2x_regime_amb_interpol",0
"CAN",1906,20,"Canada","v2x_regime_amb_interpol",4
"CHE",1906,225,"Switzerland","v2x_regime_amb_interpol",9
"CHL",1906,155,"Chile","v2x_regime_amb_interpol",3
"CHN",1906,710,"China","v2x_regime_amb_interpol",0
"CIV",1906,437,"Ivory Coast","v2x_regime_amb_interpol",0
"CMR",1906,471,"Cameroon","v2x_regime_amb_interpol",3
"COD",1906,490,"Democratic Republic of the Congo","v2x_regime_amb_interpol",0
"COG",1906,484,"Republic of the Congo","v2x_regime_amb_interpol",0
"COL",1906,100,"Colombia","v2x_regime_amb_interpol",0
"COM",1906,581,"Comoros","v2x_regime_amb_interpol",0
"CPV",1906,402,"Cape Verde","v2x_regime_amb_interpol",0
"CRI",1906,94,"Costa Rica","v2x_regime_amb_interpol",0
"CUB",1906,40,"Cuba","v2x_regime_amb_interpol",3
"CYP",1906,352,"Cyprus","v2x_regime_amb_interpol",0
"CZE",1906,316,"Czech Republic","v2x_regime_amb_interpol",0
"DEU",1906,255,"Germany","v2x_regime_amb_interpol",0
"DJI",1906,522,"Djibouti","v2x_regime_amb_interpol",0
"DNK",1906,390,"Denmark","v2x_regime_amb_interpol",8
"DOM",1906,42,"Dominican Republic","v2x_regime_amb_interpol",0
"DZA",1906,615,"Algeria","v2x_regime_amb_interpol",0
"ECU",1906,130,"Ecuador","v2x_regime_amb_interpol",3
"EGY",1906,651,"Egypt","v2x_regime_amb_interpol",0
"ESP",1906,230,"Spain","v2x_regime_amb_interpol",0
"EST",1906,366,"Estonia","v2x_regime_amb_interpol",0
"ETH",1906,530,"Ethiopia","v2x_regime_amb_interpol",0
"FIN",1906,375,"Finland","v2x_regime_amb_interpol",0
"FJI",1906,950,"Fiji","v2x_regime_amb_interpol",0
"FRA",1906,220,"France","v2x_regime_amb_interpol",6
"GAB",1906,481,"Gabon","v2x_regime_amb_interpol",0
"GBR",1906,200,"United Kingdom","v2x_regime_amb_interpol",4
"GEO",1906,372,"Georgia","v2x_regime_amb_interpol",0
"GHA",1906,452,"Ghana","v2x_regime_amb_interpol",0
"GIN",1906,438,"Guinea","v2x_regime_amb_interpol",0
"GMB",1906,420,"The Gambia","v2x_regime_amb_interpol",0
"GNB",1906,404,"Guinea-Bissau","v2x_regime_amb_interpol",0
"GNQ",1906,411,"Equatorial Guinea","v2x_regime_amb_interpol",0
"GRC",1906,350,"Greece","v2x_regime_amb_interpol",3
"GTM",1906,90,"Guatemala","v2x_regime_amb_interpol",0
"GUY",1906,110,"Guyana","v2x_regime_amb_interpol",0
"HND",1906,91,"Honduras","v2x_regime_amb_interpol",3
"HRV",1906,344,"Croatia","v2x_regime_amb_interpol",0
"HTI",1906,41,"Haiti","v2x_regime_amb_interpol",1
"HUN",1906,310,"Hungary","v2x_regime_amb_interpol",3
"IDN",1906,850,"Indonesia","v2x_regime_amb_interpol",0
"IND",1906,750,"India","v2x_regime_amb_interpol",0
"IRL",1906,205,"Ireland","v2x_regime_amb_interpol",4
"IRN",1906,630,"Iran","v2x_regime_amb_interpol",0
"IRQ",1906,645,"Iraq","v2x_regime_amb_interpol",0
"ISR",1906,666,"Israel","v2x_regime_amb_interpol",0
"ITA",1906,325,"Italy","v2x_regime_amb_interpol",3
"JAM",1906,51,"Jamaica","v2x_regime_amb_interpol",0
"JOR",1906,663,"Jordan","v2x_regime_amb_interpol",0
"JPN",1906,740,"Japan","v2x_regime_amb_interpol",0
"KAZ",1906,705,"Kazakhstan","v2x_regime_amb_interpol",0
"KEN",1906,501,"Kenya","v2x_regime_amb_interpol",0
"KGZ",1906,703,"Kyrgyzstan","v2x_regime_amb_interpol",0
"KHM",1906,811,"Cambodia","v2x_regime_amb_interpol",0
"KOR",1906,732,"South Korea","v2x_regime_amb_interpol",0
"KWT",1906,690,"Kuwait","v2x_regime_amb_interpol",0
"LAO",1906,812,"Laos","v2x_regime_amb_interpol",0
"LBN",1906,660,"Lebanon","v2x_regime_amb_interpol",0
"LBR",1906,450,"Liberia","v2x_regime_amb_interpol",3
"LBY",1906,620,"Libya","v2x_regime_amb_interpol",0
"LKA",1906,780,"Sri Lanka","v2x_regime_amb_interpol",0
"LSO",1906,570,"Lesotho","v2x_regime_amb_interpol",0
"LTU",1906,368,"Lithuania","v2x_regime_amb_interpol",0
"LUX",1906,212,"Luxembourg","v2x_regime_amb_interpol",3
"LVA",1906,367,"Latvia","v2x_regime_amb_interpol",0
"MAR",1906,600,"Morocco","v2x_regime_amb_interpol",0
"MDA",1906,359,"Moldova","v2x_regime_amb_interpol",0
"MDG",1906,580,"Madagascar","v2x_regime_amb_interpol",0
"MEX",1906,70,"Mexico","v2x_regime_amb_interpol",0
"MKD",1906,343,"Macedonia","v2x_regime_amb_interpol",0
"MLI",1906,432,"Mali","v2x_regime_amb_interpol",0
"MMR",1906,775,"Burma/Myanmar","v2x_regime_amb_interpol",0
"MNE",1906,341,"Montenegro","v2x_regime_amb_interpol",0
"MNG",1906,712,"Mongolia","v2x_regime_amb_interpol",0
"MOZ",1906,541,"Mozambique","v2x_regime_amb_interpol",0
"MRT",1906,435,"Mauritania","v2x_regime_amb_interpol",0
"MUS",1906,590,"Mauritius","v2x_regime_amb_interpol",0
"MWI",1906,553,"Malawi","v2x_regime_amb_interpol",0
"MYS",1906,820,"Malaysia","v2x_regime_amb_interpol",0
"NAM",1906,565,"Namibia","v2x_regime_amb_interpol",0
"NER",1906,436,"Niger","v2x_regime_amb_interpol",0
"NGA",1906,475,"Nigeria","v2x_regime_amb_interpol",0
"NIC",1906,93,"Nicaragua","v2x_regime_amb_interpol",0
"NLD",1906,210,"Netherlands","v2x_regime_amb_interpol",4
"NOR",1906,385,"Norway","v2x_regime_amb_interpol",8
"NPL",1906,790,"Nepal","v2x_regime_amb_interpol",0
"NZL",1906,920,"New Zealand","v2x_regime_amb_interpol",7
"OMN",1906,698,"Oman","v2x_regime_amb_interpol",0
"PAK",1906,770,"Pakistan","v2x_regime_amb_interpol",0
"PAN",1906,95,"Panama","v2x_regime_amb_interpol",3
"PER",1906,135,"Peru","v2x_regime_amb_interpol",3
"PHL",1906,840,"Philippines","v2x_regime_amb_interpol",0
"PNG",1906,910,"Papua New Guinea","v2x_regime_amb_interpol",0
"POL",1906,290,"Poland","v2x_regime_amb_interpol",0
"PRK",1906,731,"North Korea","v2x_regime_amb_interpol",0
"PRT",1906,235,"Portugal","v2x_regime_amb_interpol",0
"PRY",1906,150,"Paraguay","v2x_regime_amb_interpol",0
"QAT",1906,694,"Qatar","v2x_regime_amb_interpol",0
"ROU",1906,360,"Romania","v2x_regime_amb_interpol",0
"RUS",1906,365,"Russia","v2x_regime_amb_interpol",0
"RWA",1906,517,"Rwanda","v2x_regime_amb_interpol",0
