"iso3","year","cow_code","country_name","variable","regime"
"KGZ",1955,703,"Kyrgyzstan","v2x_regime_amb_interpol",0
"KHM",1955,811,"Cambodia","v2x_regime_amb_interpol",3
"KOR",1955,732,"South Korea","v2x_regime_amb_interpol",3
"KWT",1955,690,"Kuwait","v2x_regime_amb_interpol",0
"LAO",1955,812,"Laos","v2x_regime_amb_interpol",3
"LBN",1955,660,"Lebanon","v2x_regime_amb_interpol",3
"LBR",1955,450,"Liberia","v2x_regime_amb_interpol",3
"LBY",1955,620,"Libya","v2x_regime_amb_interpol",0
"LKA",1955,780,"Sri Lanka","v2x_regime_amb_interpol",7
"LSO",1955,570,"Lesotho","v2x_regime_amb_interpol",0
"LTU",1955,368,"Lithuania","v2x_regime_amb_interpol",0
"LUX",1955,212,"Luxembourg","v2x_regime_amb_interpol",8
"LVA",1955,367,"Latvia","v2x_regime_amb_interpol",0
"MAR",1955,600,"Morocco","v2x_regime_amb_interpol",0
"MDA",1955,359,"Moldova","v2x_regime_amb_interpol",0
"MDG",1955,580,"Madagascar","v2x_regime_amb_interpol",0
"MEX",1955,70,"Mexico","v2x_regime_amb_interpol",3
"MKD",1955,343,"Macedonia","v2x_regime_amb_interpol",0
"MLI",1955,432,"Mali","v2x_regime_amb_interpol",0
"MMR",1955,775,"Burma/Myanmar","v2x_regime_amb_interpol",4
"MNE",1955,341,"Montenegro","v2x_regime_amb_interpol",0
"MNG",1955,712,"Mongolia","v2x_regime_amb_interpol",0
"MOZ",1955,541,"Mozambique","v2x_regime_amb_interpol",0
"MRT",1955,435,"Mauritania","v2x_regime_amb_interpol",0
"MUS",1955,590,"Mauritius","v2x_regime_amb_interpol",0
"MWI",1955,553,"Malawi","v2x_regime_amb_interpol",0
"MYS",1955,820,"Malaysia","v2x_regime_amb_interpol",3
"NAM",1955,565,"Namibia","v2x_regime_amb_interpol",0
"NER",1955,436,"Niger","v2x_regime_amb_interpol",0
"NGA",1955,475,"Nigeria","v2x_regime_amb_interpol",0
"NIC",1955,93,"Nicaragua","v2x_regime_amb_interpol",2
"NLD",1955,210,"Netherlands","v2x_regime_amb_interpol",9
"NOR",1955,385,"Norway","v2x_regime_amb_interpol",8
"NPL",1955,790,"Nepal","v2x_regime_amb_interpol",0
"NZL",1955,920,"New Zealand","v2x_regime_amb_interpol",9
"OMN",1955,698,"Oman","v2x_regime_amb_interpol",0
"PAK",1955,770,"Pakistan","v2x_regime_amb_interpol",0
"PAN",1955,95,"Panama","v2x_regime_amb_interpol",3
"PER",1955,135,"Peru","v2x_regime_amb_interpol",1
"PHL",1955,840,"Philippines","v2x_regime_amb_interpol",3
"PNG",1955,910,"Papua New Guinea","v2x_regime_amb_interpol",0
"POL",1955,290,"Poland","v2x_regime_amb_interpol",0
"PRK",1955,731,"North Korea","v2x_regime_amb_interpol",0
"PRT",1955,235,"Portugal","v2x_regime_amb_interpol",1
"PRY",1955,150,"Paraguay","v2x_regime_amb_interpol",0
"QAT",1955,694,"Qatar","v2x_regime_amb_interpol",0
"ROU",1955,360,"Romania","v2x_regime_amb_interpol",0
"RUS",1955,365,"Russia","v2x_regime_amb_interpol",0
"RWA",1955,517,"Rwanda","v2x_regime_amb_interpol",0
"SAU",1955,670,"Saudi Arabia","v2x_regime_amb_interpol",0
"SDN",1955,625,"Sudan","v2x_regime_amb_interpol",2
"SEN",1955,433,"Senegal","v2x_regime_amb_interpol",0
"SGP",1955,830,"Singapore","v2x_regime_amb_interpol",3
"SLB",1955,940,"Solomon Islands","v2x_regime_amb_interpol",0
"SLE",1955,451,"Sierra Leone","v2x_regime_amb_interpol",0
"SLV",1955,92,"El Salvador","v2x_regime_amb_interpol",0
"SOM",1955,520,"Somalia","v2x_regime_amb_interpol",0
"SRB",1955,NA,"Serbia","v2x_regime_amb_interpol",0
"SSD",1955,626,"South Sudan","v2x_regime_amb_interpol",2
"SUR",1955,115,"Suriname","v2x_regime_amb_interpol",7
"SVK",1955,317,"Slovakia","v2x_regime_amb_interpol",0
"SVN",1955,349,"Slovenia","v2x_regime_amb_interpol",0
"SWE",1955,380,"Sweden","v2x_regime_amb_interpol",9
"SWZ",1955,572,"Swaziland","v2x_regime_amb_interpol",0
"SYR",1955,652,"Syria","v2x_regime_amb_interpol",3
"TCD",1955,483,"Chad","v2x_regime_amb_interpol",0
"TGO",1955,461,"Togo","v2x_regime_amb_interpol",0
"THA",1955,800,"Thailand","v2x_regime_amb_interpol",0
"TJK",1955,702,"Tajikistan","v2x_regime_amb_interpol",0
"TKM",1955,701,"Turkmenistan","v2x_regime_amb_interpol",0
"TLS",1955,860,"Timor-Leste","v2x_regime_amb_interpol",0
"TTO",1955,52,"Trinidad and Tobago","v2x_regime_amb_interpol",0
"TUN",1955,616,"Tunisia","v2x_regime_amb_interpol",0
"TUR",1955,640,"Turkey","v2x_regime_amb_interpol",3
"TZA",1955,510,"Tanzania","v2x_regime_amb_interpol",0
"UGA",1955,500,"Uganda","v2x_regime_amb_interpol",0
"UKR",1955,369,"Ukraine","v2x_regime_amb_interpol",0
"URY",1955,165,"Uruguay","v2x_regime_amb_interpol",6
"USA",1955,2,"United States of America","v2x_regime_amb_interpol",6
"UZB",1955,704,"Uzbekistan","v2x_regime_amb_interpol",0
"VEN",1955,101,"Venezuela","v2x_regime_amb_interpol",0
"VNM",1955,816,"Vietnam","v2x_regime_amb_interpol",3
"YEM",1955,679,"Yemen","v2x_regime_amb_interpol",0
"ZAF",1955,560,"South Africa","v2x_regime_amb_interpol",3
"ZMB",1955,551,"Zambia","v2x_regime_amb_interpol",0
"ZWE",1955,552,"Zimbabwe","v2x_regime_amb_interpol",3
"AFG",1956,700,"Afghanistan","v2x_regime_amb_interpol",0
"AGO",1956,540,"Angola","v2x_regime_amb_interpol",0
"ALB",1956,339,"Albania","v2x_regime_amb_interpol",1
"ARE",1956,696,"United Arab Emirates","v2x_regime_amb_interpol",0
"ARG",1956,160,"Argentina","v2x_regime_amb_interpol",0
"ARM",1956,371,"Armenia","v2x_regime_amb_interpol",0
"AUS",1956,900,"Australia","v2x_regime_amb_interpol",9
"AUT",1956,305,"Austria","v2x_regime_amb_interpol",8
"AZE",1956,373,"Azerbaijan","v2x_regime_amb_interpol",0
"BDI",1956,516,"Burundi","v2x_regime_amb_interpol",0
"BEL",1956,211,"Belgium","v2x_regime_amb_interpol",8
"BEN",1956,434,"Benin","v2x_regime_amb_interpol",0
"BFA",1956,439,"Burkina Faso","v2x_regime_amb_interpol",0
"BGD",1956,771,"Bangladesh","v2x_regime_amb_interpol",6
"BGR",1956,355,"Bulgaria","v2x_regime_amb_interpol",0
"BHR",1956,692,"Bahrain","v2x_regime_amb_interpol",0
"BIH",1956,346,"Bosnia and Herzegovina","v2x_regime_amb_interpol",0
"BLR",1956,370,"Belarus","v2x_regime_amb_interpol",0
"BOL",1956,145,"Bolivia","v2x_regime_amb_interpol",3
"BRA",1956,140,"Brazil","v2x_regime_amb_interpol",3
"BTN",1956,760,"Bhutan","v2x_regime_amb_interpol",0
"BWA",1956,571,"Botswana","v2x_regime_amb_interpol",0
"CAF",1956,482,"Central African Republic","v2x_regime_amb_interpol",0
"CAN",1956,20,"Canada","v2x_regime_amb_interpol",6
"CHE",1956,225,"Switzerland","v2x_regime_amb_interpol",9
"CHL",1956,155,"Chile","v2x_regime_amb_interpol",3
"CHN",1956,710,"China","v2x_regime_amb_interpol",0
"CIV",1956,437,"Ivory Coast","v2x_regime_amb_interpol",0
"CMR",1956,471,"Cameroon","v2x_regime_amb_interpol",3
"COD",1956,490,"Democratic Republic of the Congo","v2x_regime_amb_interpol",0
"COG",1956,484,"Republic of the Congo","v2x_regime_amb_interpol",0
"COL",1956,100,"Colombia","v2x_regime_amb_interpol",3
"COM",1956,581,"Comoros","v2x_regime_amb_interpol",0
"CPV",1956,402,"Cape Verde","v2x_regime_amb_interpol",0
"CRI",1956,94,"Costa Rica","v2x_regime_amb_interpol",6
"CUB",1956,40,"Cuba","v2x_regime_amb_interpol",3
"CYP",1956,352,"Cyprus","v2x_regime_amb_interpol",0
"CZE",1956,316,"Czech Republic","v2x_regime_amb_interpol",0
"DEU",1956,255,"Germany","v2x_regime_amb_interpol",9
"DJI",1956,522,"Djibouti","v2x_regime_amb_interpol",0
"DNK",1956,390,"Denmark","v2x_regime_amb_interpol",9
"DOM",1956,42,"Dominican Republic","v2x_regime_amb_interpol",0
"DZA",1956,615,"Algeria","v2x_regime_amb_interpol",0
"ECU",1956,130,"Ecuador","v2x_regime_amb_interpol",3
"EGY",1956,651,"Egypt","v2x_regime_amb_interpol",0
"ESP",1956,230,"Spain","v2x_regime_amb_interpol",0
"EST",1956,366,"Estonia","v2x_regime_amb_interpol",0
"ETH",1956,530,"Ethiopia","v2x_regime_amb_interpol",0
"FIN",1956,375,"Finland","v2x_regime_amb_interpol",9
"FJI",1956,950,"Fiji","v2x_regime_amb_interpol",0
"FRA",1956,220,"France","v2x_regime_amb_interpol",8
"GAB",1956,481,"Gabon","v2x_regime_amb_interpol",0
"GBR",1956,200,"United Kingdom","v2x_regime_amb_interpol",9
"GEO",1956,372,"Georgia","v2x_regime_amb_interpol",0
"GHA",1956,452,"Ghana","v2x_regime_amb_interpol",0
"GIN",1956,438,"Guinea","v2x_regime_amb_interpol",0
"GMB",1956,420,"The Gambia","v2x_regime_amb_interpol",0
"GNB",1956,404,"Guinea-Bissau","v2x_regime_amb_interpol",0
"GNQ",1956,411,"Equatorial Guinea","v2x_regime_amb_interpol",0
"GRC",1956,350,"Greece","v2x_regime_amb_interpol",3
"GTM",1956,90,"Guatemala","v2x_regime_amb_interpol",0
"GUY",1956,110,"Guyana","v2x_regime_amb_interpol",0
"HND",1956,91,"Honduras","v2x_regime_amb_interpol",0
"HRV",1956,344,"Croatia","v2x_regime_amb_interpol",0
"HTI",1956,41,"Haiti","v2x_regime_amb_interpol",3
"HUN",1956,310,"Hungary","v2x_regime_amb_interpol",0
"IDN",1956,850,"Indonesia","v2x_regime_amb_interpol",6
"IND",1956,750,"India","v2x_regime_amb_interpol",6
"IRL",1956,205,"Ireland","v2x_regime_amb_interpol",8
"IRN",1956,630,"Iran","v2x_regime_amb_interpol",0
"IRQ",1956,645,"Iraq","v2x_regime_amb_interpol",3
"ISR",1956,666,"Israel","v2x_regime_amb_interpol",6
"ITA",1956,325,"Italy","v2x_regime_amb_interpol",6
"JAM",1956,51,"Jamaica","v2x_regime_amb_interpol",5
"JOR",1956,663,"Jordan","v2x_regime_amb_interpol",0
"JPN",1956,740,"Japan","v2x_regime_amb_interpol",9
"KAZ",1956,705,"Kazakhstan","v2x_regime_amb_interpol",0
"KEN",1956,501,"Kenya","v2x_regime_amb_interpol",0
"KGZ",1956,703,"Kyrgyzstan","v2x_regime_amb_interpol",0
"KHM",1956,811,"Cambodia","v2x_regime_amb_interpol",3
"KOR",1956,732,"South Korea","v2x_regime_amb_interpol",3
"KWT",1956,690,"Kuwait","v2x_regime_amb_interpol",0
"LAO",1956,812,"Laos","v2x_regime_amb_interpol",3
"LBN",1956,660,"Lebanon","v2x_regime_amb_interpol",3
"LBR",1956,450,"Liberia","v2x_regime_amb_interpol",3
"LBY",1956,620,"Libya","v2x_regime_amb_interpol",0
"LKA",1956,780,"Sri Lanka","v2x_regime_amb_interpol",6
"LSO",1956,570,"Lesotho","v2x_regime_amb_interpol",0
"LTU",1956,368,"Lithuania","v2x_regime_amb_interpol",0
"LUX",1956,212,"Luxembourg","v2x_regime_amb_interpol",8
"LVA",1956,367,"Latvia","v2x_regime_amb_interpol",0
"MAR",1956,600,"Morocco","v2x_regime_amb_interpol",0
"MDA",1956,359,"Moldova","v2x_regime_amb_interpol",0
"MDG",1956,580,"Madagascar","v2x_regime_amb_interpol",0
"MEX",1956,70,"Mexico","v2x_regime_amb_interpol",3
"MKD",1956,343,"Macedonia","v2x_regime_amb_interpol",0
"MLI",1956,432,"Mali","v2x_regime_amb_interpol",0
"MMR",1956,775,"Burma/Myanmar","v2x_regime_amb_interpol",3
"MNE",1956,341,"Montenegro","v2x_regime_amb_interpol",0
"MNG",1956,712,"Mongolia","v2x_regime_amb_interpol",0
"MOZ",1956,541,"Mozambique","v2x_regime_amb_interpol",0
"MRT",1956,435,"Mauritania","v2x_regime_amb_interpol",0
"MUS",1956,590,"Mauritius","v2x_regime_amb_interpol",0
"MWI",1956,553,"Malawi","v2x_regime_amb_interpol",0
"MYS",1956,820,"Malaysia","v2x_regime_amb_interpol",3
"NAM",1956,565,"Namibia","v2x_regime_amb_interpol",0
"NER",1956,436,"Niger","v2x_regime_amb_interpol",0
"NGA",1956,475,"Nigeria","v2x_regime_amb_interpol",0
"NIC",1956,93,"Nicaragua","v2x_regime_amb_interpol",2
"NLD",1956,210,"Netherlands","v2x_regime_amb_interpol",9
"NOR",1956,385,"Norway","v2x_regime_amb_interpol",8
"NPL",1956,790,"Nepal","v2x_regime_amb_interpol",0
"NZL",1956,920,"New Zealand","v2x_regime_amb_interpol",9
"OMN",1956,698,"Oman","v2x_regime_amb_interpol",0
"PAK",1956,770,"Pakistan","v2x_regime_amb_interpol",0
"PAN",1956,95,"Panama","v2x_regime_amb_interpol",3
"PER",1956,135,"Peru","v2x_regime_amb_interpol",3
"PHL",1956,840,"Philippines","v2x_regime_amb_interpol",3
"PNG",1956,910,"Papua New Guinea","v2x_regime_amb_interpol",0
"POL",1956,290,"Poland","v2x_regime_amb_interpol",0
"PRK",1956,731,"North Korea","v2x_regime_amb_interpol",0
"PRT",1956,235,"Portugal","v2x_regime_amb_interpol",1
"PRY",1956,150,"Paraguay","v2x_regime_amb_interpol",0
"QAT",1956,694,"Qatar","v2x_regime_amb_interpol",0
"ROU",1956,360,"Romania","v2x_regime_amb_interpol",0
"RUS",1956,365,"Russia","v2x_regime_amb_interpol",0
"RWA",1956,517,"Rwanda","v2x_regime_amb_interpol",0
"SAU",1956,670,"Saudi Arabia","v2x_regime_amb_interpol",0
"SDN",1956,625,"Sudan","v2x_regime_amb_interpol",2
"SEN",1956,433,"Senegal","v2x_regime_amb_interpol",0
"SGP",1956,830,"Singapore","v2x_regime_amb_interpol",3
"SLB",1956,940,"Solomon Islands","v2x_regime_amb_interpol",0
"SLE",1956,451,"Sierra Leone","v2x_regime_amb_interpol",0
"SLV",1956,92,"El Salvador","v2x_regime_amb_interpol",3
"SOM",1956,520,"Somalia","v2x_regime_amb_interpol",3
"SRB",1956,NA,"Serbia","v2x_regime_amb_interpol",0
"SSD",1956,626,"South Sudan","v2x_regime_amb_interpol",2
"SUR",1956,115,"Suriname","v2x_regime_amb_interpol",7
"SVK",1956,317,"Slovakia","v2x_regime_amb_interpol",0
"SVN",1956,349,"Slovenia","v2x_regime_amb_interpol",0
"SWE",1956,380,"Sweden","v2x_regime_amb_interpol",9
"SWZ",1956,572,"Swaziland","v2x_regime_amb_interpol",0
"SYR",1956,652,"Syria","v2x_regime_amb_interpol",3
"TCD",1956,483,"Chad","v2x_regime_amb_interpol",0
"TGO",1956,461,"Togo","v2x_regime_amb_interpol",0
"THA",1956,800,"Thailand","v2x_regime_amb_interpol",0
"TJK",1956,702,"Tajikistan","v2x_regime_amb_interpol",0
"TKM",1956,701,"Turkmenistan","v2x_regime_amb_interpol",0
"TLS",1956,860,"Timor-Leste","v2x_regime_amb_interpol",0
"TTO",1956,52,"Trinidad and Tobago","v2x_regime_amb_interpol",4
"TUN",1956,616,"Tunisia","v2x_regime_amb_interpol",0
"TUR",1956,640,"Turkey","v2x_regime_amb_interpol",3
"TZA",1956,510,"Tanzania","v2x_regime_amb_interpol",0
"UGA",1956,500,"Uganda","v2x_regime_amb_interpol",0
"UKR",1956,369,"Ukraine","v2x_regime_amb_interpol",0
"URY",1956,165,"Uruguay","v2x_regime_amb_interpol",6
"USA",1956,2,"United States of America","v2x_regime_amb_interpol",6
"UZB",1956,704,"Uzbekistan","v2x_regime_amb_interpol",0
"VEN",1956,101,"Venezuela","v2x_regime_amb_interpol",0
"VNM",1956,816,"Vietnam","v2x_regime_amb_interpol",3
"YEM",1956,679,"Yemen","v2x_regime_amb_interpol",0
"ZAF",1956,560,"South Africa","v2x_regime_amb_interpol",3
"ZMB",1956,551,"Zambia","v2x_regime_amb_interpol",0
"ZWE",1956,552,"Zimbabwe","v2x_regime_amb_interpol",3
"AFG",1957,700,"Afghanistan","v2x_regime_amb_interpol",0
"AGO",1957,540,"Angola","v2x_regime_amb_interpol",0
"ALB",1957,339,"Albania","v2x_regime_amb_interpol",1
"ARE",1957,696,"United Arab Emirates","v2x_regime_amb_interpol",0
"ARG",1957,160,"Argentina","v2x_regime_amb_interpol",0
"ARM",1957,371,"Armenia","v2x_regime_amb_interpol",0
"AUS",1957,900,"Australia","v2x_regime_amb_interpol",9
"AUT",1957,305,"Austria","v2x_regime_amb_interpol",8
"AZE",1957,373,"Azerbaijan","v2x_regime_amb_interpol",0
"BDI",1957,516,"Burundi","v2x_regime_amb_interpol",0
"BEL",1957,211,"Belgium","v2x_regime_amb_interpol",8
"BEN",1957,434,"Benin","v2x_regime_amb_interpol",0
"BFA",1957,439,"Burkina Faso","v2x_regime_amb_interpol",0
"BGD",1957,771,"Bangladesh","v2x_regime_amb_interpol",6
"BGR",1957,355,"Bulgaria","v2x_regime_amb_interpol",0
"BHR",1957,692,"Bahrain","v2x_regime_amb_interpol",0
"BIH",1957,346,"Bosnia and Herzegovina","v2x_regime_amb_interpol",0
"BLR",1957,370,"Belarus","v2x_regime_amb_interpol",0
"BOL",1957,145,"Bolivia","v2x_regime_amb_interpol",3
"BRA",1957,140,"Brazil","v2x_regime_amb_interpol",3
"BTN",1957,760,"Bhutan","v2x_regime_amb_interpol",0
"BWA",1957,571,"Botswana","v2x_regime_amb_interpol",0
"CAF",1957,482,"Central African Republic","v2x_regime_amb_interpol",0
"CAN",1957,20,"Canada","v2x_regime_amb_interpol",6
"CHE",1957,225,"Switzerland","v2x_regime_amb_interpol",9
"CHL",1957,155,"Chile","v2x_regime_amb_interpol",3
"CHN",1957,710,"China","v2x_regime_amb_interpol",0
"CIV",1957,437,"Ivory Coast","v2x_regime_amb_interpol",0
"CMR",1957,471,"Cameroon","v2x_regime_amb_interpol",3
"COD",1957,490,"Democratic Republic of the Congo","v2x_regime_amb_interpol",0
"COG",1957,484,"Republic of the Congo","v2x_regime_amb_interpol",3
"COL",1957,100,"Colombia","v2x_regime_amb_interpol",3
"COM",1957,581,"Comoros","v2x_regime_amb_interpol",0
"CPV",1957,402,"Cape Verde","v2x_regime_amb_interpol",0
"CRI",1957,94,"Costa Rica","v2x_regime_amb_interpol",6
"CUB",1957,40,"Cuba","v2x_regime_amb_interpol",3
"CYP",1957,352,"Cyprus","v2x_regime_amb_interpol",0
"CZE",1957,316,"Czech Republic","v2x_regime_amb_interpol",0
"DEU",1957,255,"Germany","v2x_regime_amb_interpol",9
"DJI",1957,522,"Djibouti","v2x_regime_amb_interpol",0
"DNK",1957,390,"Denmark","v2x_regime_amb_interpol",9
"DOM",1957,42,"Dominican Republic","v2x_regime_amb_interpol",0
"DZA",1957,615,"Algeria","v2x_regime_amb_interpol",0
"ECU",1957,130,"Ecuador","v2x_regime_amb_interpol",3
"EGY",1957,651,"Egypt","v2x_regime_amb_interpol",0
"ESP",1957,230,"Spain","v2x_regime_amb_interpol",0
"EST",1957,366,"Estonia","v2x_regime_amb_interpol",0
"ETH",1957,530,"Ethiopia","v2x_regime_amb_interpol",0
"FIN",1957,375,"Finland","v2x_regime_amb_interpol",9
"FJI",1957,950,"Fiji","v2x_regime_amb_interpol",0
"FRA",1957,220,"France","v2x_regime_amb_interpol",8
"GAB",1957,481,"Gabon","v2x_regime_amb_interpol",0
"GBR",1957,200,"United Kingdom","v2x_regime_amb_interpol",9
"GEO",1957,372,"Georgia","v2x_regime_amb_interpol",0
"GHA",1957,452,"Ghana","v2x_regime_amb_interpol",0
"GIN",1957,438,"Guinea","v2x_regime_amb_interpol",0
"GMB",1957,420,"The Gambia","v2x_regime_amb_interpol",0
"GNB",1957,404,"Guinea-Bissau","v2x_regime_amb_interpol",0
"GNQ",1957,411,"Equatorial Guinea","v2x_regime_amb_interpol",0
"GRC",1957,350,"Greece","v2x_regime_amb_interpol",3
"GTM",1957,90,"Guatemala","v2x_regime_amb_interpol",1
"GUY",1957,110,"Guyana","v2x_regime_amb_interpol",0
"HND",1957,91,"Honduras","v2x_regime_amb_interpol",3
"HRV",1957,344,"Croatia","v2x_regime_amb_interpol",0
"HTI",1957,41,"Haiti","v2x_regime_amb_interpol",1
"HUN",1957,310,"Hungary","v2x_regime_amb_interpol",0
"IDN",1957,850,"Indonesia","v2x_regime_amb_interpol",5
"IND",1957,750,"India","v2x_regime_amb_interpol",6
"IRL",1957,205,"Ireland","v2x_regime_amb_interpol",8
"IRN",1957,630,"Iran","v2x_regime_amb_interpol",0
"IRQ",1957,645,"Iraq","v2x_regime_amb_interpol",3
"ISR",1957,666,"Israel","v2x_regime_amb_interpol",6
"ITA",1957,325,"Italy","v2x_regime_amb_interpol",6
"JAM",1957,51,"Jamaica","v2x_regime_amb_interpol",5
"JOR",1957,663,"Jordan","v2x_regime_amb_interpol",0
"JPN",1957,740,"Japan","v2x_regime_amb_interpol",9
"KAZ",1957,705,"Kazakhstan","v2x_regime_amb_interpol",0
"KEN",1957,501,"Kenya","v2x_regime_amb_interpol",0
"KGZ",1957,703,"Kyrgyzstan","v2x_regime_amb_interpol",0
"KHM",1957,811,"Cambodia","v2x_regime_amb_interpol",3
"KOR",1957,732,"South Korea","v2x_regime_amb_interpol",3
"KWT",1957,690,"Kuwait","v2x_regime_amb_interpol",0
"LAO",1957,812,"Laos","v2x_regime_amb_interpol",3
"LBN",1957,660,"Lebanon","v2x_regime_amb_interpol",3
"LBR",1957,450,"Liberia","v2x_regime_amb_interpol",3
"LBY",1957,620,"Libya","v2x_regime_amb_interpol",0
"LKA",1957,780,"Sri Lanka","v2x_regime_amb_interpol",6
"LSO",1957,570,"Lesotho","v2x_regime_amb_interpol",0
"LTU",1957,368,"Lithuania","v2x_regime_amb_interpol",0
"LUX",1957,212,"Luxembourg","v2x_regime_amb_interpol",9
"LVA",1957,367,"Latvia","v2x_regime_amb_interpol",0
"MAR",1957,600,"Morocco","v2x_regime_amb_interpol",0
"MDA",1957,359,"Moldova","v2x_regime_amb_interpol",0
"MDG",1957,580,"Madagascar","v2x_regime_amb_interpol",0
"MEX",1957,70,"Mexico","v2x_regime_amb_interpol",3
"MKD",1957,343,"Macedonia","v2x_regime_amb_interpol",0
"MLI",1957,432,"Mali","v2x_regime_amb_interpol",0
"MMR",1957,775,"Burma/Myanmar","v2x_regime_amb_interpol",3
"MNE",1957,341,"Montenegro","v2x_regime_amb_interpol",0
"MNG",1957,712,"Mongolia","v2x_regime_amb_interpol",0
"MOZ",1957,541,"Mozambique","v2x_regime_amb_interpol",0
"MRT",1957,435,"Mauritania","v2x_regime_amb_interpol",3
"MUS",1957,590,"Mauritius","v2x_regime_amb_interpol",0
"MWI",1957,553,"Malawi","v2x_regime_amb_interpol",0
"MYS",1957,820,"Malaysia","v2x_regime_amb_interpol",3
"NAM",1957,565,"Namibia","v2x_regime_amb_interpol",0
"NER",1957,436,"Niger","v2x_regime_amb_interpol",0
"NGA",1957,475,"Nigeria","v2x_regime_amb_interpol",0
"NIC",1957,93,"Nicaragua","v2x_regime_amb_interpol",1
"NLD",1957,210,"Netherlands","v2x_regime_amb_interpol",9
"NOR",1957,385,"Norway","v2x_regime_amb_interpol",8
"NPL",1957,790,"Nepal","v2x_regime_amb_interpol",0
"NZL",1957,920,"New Zealand","v2x_regime_amb_interpol",9
"OMN",1957,698,"Oman","v2x_regime_amb_interpol",0
"PAK",1957,770,"Pakistan","v2x_regime_amb_interpol",0
"PAN",1957,95,"Panama","v2x_regime_amb_interpol",3
"PER",1957,135,"Peru","v2x_regime_amb_interpol",3
"PHL",1957,840,"Philippines","v2x_regime_amb_interpol",3
"PNG",1957,910,"Papua New Guinea","v2x_regime_amb_interpol",0
"POL",1957,290,"Poland","v2x_regime_amb_interpol",2
"PRK",1957,731,"North Korea","v2x_regime_amb_interpol",0
"PRT",1957,235,"Portugal","v2x_regime_amb_interpol",1
"PRY",1957,150,"Paraguay","v2x_regime_amb_interpol",0
"QAT",1957,694,"Qatar","v2x_regime_amb_interpol",0
"ROU",1957,360,"Romania","v2x_regime_amb_interpol",0
"RUS",1957,365,"Russia","v2x_regime_amb_interpol",0
"RWA",1957,517,"Rwanda","v2x_regime_amb_interpol",0
"SAU",1957,670,"Saudi Arabia","v2x_regime_amb_interpol",0
"SDN",1957,625,"Sudan","v2x_regime_amb_interpol",2
"SEN",1957,433,"Senegal","v2x_regime_amb_interpol",0
"SGP",1957,830,"Singapore","v2x_regime_amb_interpol",3
"SLB",1957,940,"Solomon Islands","v2x_regime_amb_interpol",0
"SLE",1957,451,"Sierra Leone","v2x_regime_amb_interpol",0
"SLV",1957,92,"El Salvador","v2x_regime_amb_interpol",3
"SOM",1957,520,"Somalia","v2x_regime_amb_interpol",3
"SRB",1957,NA,"Serbia","v2x_regime_amb_interpol",0
"SSD",1957,626,"South Sudan","v2x_regime_amb_interpol",2
"SUR",1957,115,"Suriname","v2x_regime_amb_interpol",5
"SVK",1957,317,"Slovakia","v2x_regime_amb_interpol",0
"SVN",1957,349,"Slovenia","v2x_regime_amb_interpol",0
"SWE",1957,380,"Sweden","v2x_regime_amb_interpol",9
"SWZ",1957,572,"Swaziland","v2x_regime_amb_interpol",0
"SYR",1957,652,"Syria","v2x_regime_amb_interpol",3
"TCD",1957,483,"Chad","v2x_regime_amb_interpol",3
"TGO",1957,461,"Togo","v2x_regime_amb_interpol",0
"THA",1957,800,"Thailand","v2x_regime_amb_interpol",0
"TJK",1957,702,"Tajikistan","v2x_regime_amb_interpol",0
"TKM",1957,701,"Turkmenistan","v2x_regime_amb_interpol",0
"TLS",1957,860,"Timor-Leste","v2x_regime_amb_interpol",0
"TTO",1957,52,"Trinidad and Tobago","v2x_regime_amb_interpol",4
"TUN",1957,616,"Tunisia","v2x_regime_amb_interpol",0
"TUR",1957,640,"Turkey","v2x_regime_amb_interpol",3
"TZA",1957,510,"Tanzania","v2x_regime_amb_interpol",0
"UGA",1957,500,"Uganda","v2x_regime_amb_interpol",0
"UKR",1957,369,"Ukraine","v2x_regime_amb_interpol",0
"URY",1957,165,"Uruguay","v2x_regime_amb_interpol",6
"USA",1957,2,"United States of America","v2x_regime_amb_interpol",6
"UZB",1957,704,"Uzbekistan","v2x_regime_amb_interpol",0
"VEN",1957,101,"Venezuela","v2x_regime_amb_interpol",0
"VNM",1957,816,"Vietnam","v2x_regime_amb_interpol",3
"YEM",1957,679,"Yemen","v2x_regime_amb_interpol",0
"ZAF",1957,560,"South Africa","v2x_regime_amb_interpol",3
"ZMB",1957,551,"Zambia","v2x_regime_amb_interpol",0
"ZWE",1957,552,"Zimbabwe","v2x_regime_amb_interpol",3
"AFG",1958,700,"Afghanistan","v2x_regime_amb_interpol",0
"AGO",1958,540,"Angola","v2x_regime_amb_interpol",0
"ALB",1958,339,"Albania","v2x_regime_amb_interpol",1
"ARE",1958,696,"United Arab Emirates","v2x_regime_amb_interpol",0
"ARG",1958,160,"Argentina","v2x_regime_amb_interpol",3
"ARM",1958,371,"Armenia","v2x_regime_amb_interpol",0
"AUS",1958,900,"Australia","v2x_regime_amb_interpol",9
"AUT",1958,305,"Austria","v2x_regime_amb_interpol",8
"AZE",1958,373,"Azerbaijan","v2x_regime_amb_interpol",0
"BDI",1958,516,"Burundi","v2x_regime_amb_interpol",0
"BEL",1958,211,"Belgium","v2x_regime_amb_interpol",8
"BEN",1958,434,"Benin","v2x_regime_amb_interpol",0
"BFA",1958,439,"Burkina Faso","v2x_regime_amb_interpol",0
