"SOURCE","Source","BRANCH","Branch","TYPEXP","Type of Expenditure","TYPROG","Type of Programme","UNIT","Measure","COUNTRY","Country","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","2010","2010","USD","US Dollar","0","Units",,,40.823,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1987","1987","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1988","1988","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1989","1989","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1990","1990","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1991","1991","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1992","1992","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1993","1993","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1994","1994","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1995","1995","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1996","1996","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1997","1997","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1998","1998","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1999","1999","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","2000","2000","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","2001","2001","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","2002","2002","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","2003","2003","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","2004","2004","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","2005","2005","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","2006","2006","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","2007","2007","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","2008","2008","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","2009","2009","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","2010","2010","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","1987","1987","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","1988","1988","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","1989","1989","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","1990","1990","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","1991","1991","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","1992","1992","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","1993","1993","USD","US Dollar","0","Units",,,96.301,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","1994","1994","USD","US Dollar","0","Units",,,79.143,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","1995","1995","USD","US Dollar","0","Units",,,73.8,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","1996","1996","USD","US Dollar","0","Units",,,63.519,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","1997","1997","USD","US Dollar","0","Units",,,77.502,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","1998","1998","USD","US Dollar","0","Units",,,112.937,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","1999","1999","USD","US Dollar","0","Units",,,129.806,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","2000","2000","USD","US Dollar","0","Units",,,148.817,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","2001","2001","USD","US Dollar","0","Units",,,157.979,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","2002","2002","USD","US Dollar","0","Units",,,160.682,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","2003","2003","USD","US Dollar","0","Units",,,166.907,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","2004","2004","USD","US Dollar","0","Units",,,163.808,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","2005","2005","USD","US Dollar","0","Units",,,136.693,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","2006","2006","USD","US Dollar","0","Units",,,149.737,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","2007","2007","USD","US Dollar","0","Units",,,150.142,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","2008","2008","USD","US Dollar","0","Units",,,159.38,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","2009","2009","USD","US Dollar","0","Units",,,155.52,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SWE","Sweden","2010","2010","USD","US Dollar","0","Units",,,145.486,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","1987","1987","USD","US Dollar","0","Units",,,544.65,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","1988","1988","USD","US Dollar","0","Units",,,605.264,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","1989","1989","USD","US Dollar","0","Units",,,671.944,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","1990","1990","USD","US Dollar","0","Units",,,882.681,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","1991","1991","USD","US Dollar","0","Units",,,937.231,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","1992","1992","USD","US Dollar","0","Units",,,1023.231,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","1993","1993","USD","US Dollar","0","Units",,,1137.956,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","1994","1994","USD","US Dollar","0","Units",,,1224.539,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","1995","1995","USD","US Dollar","0","Units",,,2140.026,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","1996","1996","USD","US Dollar","0","Units",,,2310.382,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","1997","1997","USD","US Dollar","0","Units",,,2445.009,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","1998","1998","USD","US Dollar","0","Units",,,2643.648,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","1999","1999","USD","US Dollar","0","Units",,,2752.69,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","2000","2000","USD","US Dollar","0","Units",,,2969.634,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","2001","2001","USD","US Dollar","0","Units",,,3196.383,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","2002","2002","USD","US Dollar","0","Units",,,3406.319,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","2003","2003","USD","US Dollar","0","Units",,,3462.033,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","2004","2004","USD","US Dollar","0","Units",,,3713.695,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","2005","2005","USD","US Dollar","0","Units",,,3809.312,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","2006","2006","USD","US Dollar","0","Units",,,4138.165,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","2007","2007","USD","US Dollar","0","Units",,,4535.043,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","2008","2008","USD","US Dollar","0","Units",,,4770.334,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","2009","2009","USD","US Dollar","0","Units",,,5090.196,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHE","Switzerland","2010","2010","USD","US Dollar","0","Units",,,5034.392,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","1987","1987","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","1988","1988","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","1989","1989","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","1990","1990","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","1991","1991","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","1992","1992","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","1993","1993","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","1994","1994","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","1995","1995","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","1996","1996","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","1997","1997","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","1998","1998","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","1999","1999","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","2000","2000","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","2001","2001","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","2002","2002","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","2003","2003","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","2004","2004","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","2005","2005","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","2006","2006","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","2007","2007","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","2008","2008","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","2009","2009","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","TUR","Turkey","2010","2010","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","1987","1987","USD","US Dollar","0","Units",,,36.092,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","1988","1988","USD","US Dollar","0","Units",,,40.538,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","1989","1989","USD","US Dollar","0","Units",,,42.127,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","1990","1990","USD","US Dollar","0","Units",,,50.43,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","1991","1991","USD","US Dollar","0","Units",,,87.211,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","1992","1992","USD","US Dollar","0","Units",,,94.429,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","1993","1993","USD","US Dollar","0","Units",,,110.918,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","1994","1994","USD","US Dollar","0","Units",,,111.892,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","1995","1995","USD","US Dollar","0","Units",,,99.121,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","1996","1996","USD","US Dollar","0","Units",,,121.431,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","1997","1997","USD","US Dollar","0","Units",,,130.036,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","1998","1998","USD","US Dollar","0","Units",,,133.136,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","1999","1999","USD","US Dollar","0","Units",,,148.779,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","2000","2000","USD","US Dollar","0","Units",,,168.266,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","2001","2001","USD","US Dollar","0","Units",,,185.993,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","2002","2002","USD","US Dollar","0","Units",,,203.049,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","2003","2003","USD","US Dollar","0","Units",,,216.273,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","2004","2004","USD","US Dollar","0","Units",,,232.289,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","2005","2005","USD","US Dollar","0","Units",,,244.123,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","2006","2006","USD","US Dollar","0","Units",,,252.942,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","2007","2007","USD","US Dollar","0","Units",,,275.511,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","2008","2008","USD","US Dollar","0","Units",,,290.86,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","2009","2009","USD","US Dollar","0","Units",,,313.659,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GBR","United Kingdom","2010","2010","USD","US Dollar","0","Units",,,319.883,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","1987","1987","USD","US Dollar","0","Units",,,87.878,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","1988","1988","USD","US Dollar","0","Units",,,98.48,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","1989","1989","USD","US Dollar","0","Units",,,110.177,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","1990","1990","USD","US Dollar","0","Units",,,122.115,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","1991","1991","USD","US Dollar","0","Units",,,131.95,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","1992","1992","USD","US Dollar","0","Units",,,135.103,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","1993","1993","USD","US Dollar","0","Units",,,125.395,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","1994","1994","USD","US Dollar","0","Units",,,132.518,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","1995","1995","USD","US Dollar","0","Units",,,125.163,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","1996","1996","USD","US Dollar","0","Units",,,119.211,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","1997","1997","USD","US Dollar","0","Units",,,120.826,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","1998","1998","USD","US Dollar","0","Units",,,123.599,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","1999","1999","USD","US Dollar","0","Units",,,131.749,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","2000","2000","USD","US Dollar","0","Units",,,135.522,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","2001","2001","USD","US Dollar","0","Units",,,141.85,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","2002","2002","USD","US Dollar","0","Units",,,145.475,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","2003","2003","USD","US Dollar","0","Units",,,145.094,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","2004","2004","USD","US Dollar","0","Units",,,145.642,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","2005","2005","USD","US Dollar","0","Units",,,147.983,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","2006","2006","USD","US Dollar","0","Units",,,140.639,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","2007","2007","USD","US Dollar","0","Units",,,145.328,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","2008","2008","USD","US Dollar","0","Units",,,149.755,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","2009","2009","USD","US Dollar","0","Units",,,149.441,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","USA","United States","2010","2010","USD","US Dollar","0","Units",,,147.21,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHL","Chile","1987","1987","USD","US Dollar","0","Units",,,12.708,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHL","Chile","1988","1988","USD","US Dollar","0","Units",,,14.719,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHL","Chile","1989","1989","USD","US Dollar","0","Units",,,20.255,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHL","Chile","1990","1990","USD","US Dollar","0","Units",,,25.768,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHL","Chile","1991","1991","USD","US Dollar","0","Units",,,33.778,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHL","Chile","1992","1992","USD","US Dollar","0","Units",,,44.991,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHL","Chile","1993","1993","USD","US Dollar","0","Units",,,55.524,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHL","Chile","1994","1994","USD","US Dollar","0","Units",,,71.157,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","CHL","Chile","1995","1995","USD","US Dollar","0","Units",,,87.708,,
