"SOURCE","Source","BRANCH","Branch","TYPEXP","Type of Expenditure","TYPROG","Type of Programme","UNIT","Measure","COUNTRY","Country","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","DNK","Denmark","2009","2009","USD","US Dollar","0","Units",,,1014.137,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","DNK","Denmark","2010","2010","USD","US Dollar","0","Units",,,869.272,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","1987","1987","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","1988","1988","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","1989","1989","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","1990","1990","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","1991","1991","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","1992","1992","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","1993","1993","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","1994","1994","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","1995","1995","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","1996","1996","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","1997","1997","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","1998","1998","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","1999","1999","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","2000","2000","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","2001","2001","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","2002","2002","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","2003","2003","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","2004","2004","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","2005","2005","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","2006","2006","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","2007","2007","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","2008","2008","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","2009","2009","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FIN","Finland","2010","2010","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","1987","1987","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","1988","1988","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","1989","1989","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","1990","1990","USD","US Dollar","0","Units",,,42.765,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","1991","1991","USD","US Dollar","0","Units",,,45.349,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","1992","1992","USD","US Dollar","0","Units",,,47.046,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","1993","1993","USD","US Dollar","0","Units",,,49.083,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","1994","1994","USD","US Dollar","0","Units",,,42.049,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","1995","1995","USD","US Dollar","0","Units",,,43.642,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","1996","1996","USD","US Dollar","0","Units",,,52.748,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","1997","1997","USD","US Dollar","0","Units",,,57.324,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","1998","1998","USD","US Dollar","0","Units",,,62.521,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","1999","1999","USD","US Dollar","0","Units",,,63.317,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","2000","2000","USD","US Dollar","0","Units",,,72.693,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","2001","2001","USD","US Dollar","0","Units",,,81.883,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","2002","2002","USD","US Dollar","0","Units",,,96.711,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","2003","2003","USD","US Dollar","0","Units",,,99.432,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","2004","2004","USD","US Dollar","0","Units",,,100.525,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","2005","2005","USD","US Dollar","0","Units",,,104.43,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","2006","2006","USD","US Dollar","0","Units",,,124.47,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","2007","2007","USD","US Dollar","0","Units",,,122.43,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","2008","2008","USD","US Dollar","0","Units",,,121.734,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","2009","2009","USD","US Dollar","0","Units",,,73.94,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","FRA","France","2010","2010","USD","US Dollar","0","Units",,,77.101,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","DEU","Germany","1991","1991","USD","US Dollar","0","Units",,,309.765,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","DEU","Germany","1992","1992","USD","US Dollar","0","Units",,,341.184,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","DEU","Germany","1993","1993","USD","US Dollar","0","Units",,,328.993,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","DEU","Germany","1994","1994","USD","US Dollar","0","Units",,,321.975,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","DEU","Germany","1995","1995","USD","US Dollar","0","Units",,,354.37,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","DEU","Germany","1996","1996","USD","US Dollar","0","Units",,,317.007,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","DEU","Germany","1997","1997","USD","US Dollar","0","Units",,,283.607,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","DEU","Germany","1998","1998","USD","US Dollar","0","Units",,,284.854,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","DEU","Germany","1999","1999","USD","US Dollar","0","Units",,,325.413,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","DEU","Germany","2000","2000","USD","US Dollar","0","Units",,,348.904,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","DEU","Germany","2001","2001","USD","US Dollar","0","Units",,,359.694,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","DEU","Germany","2002","2002","USD","US Dollar","0","Units",,,356.678,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","DEU","Germany","2003","2003","USD","US Dollar","0","Units",,,350.808,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","DEU","Germany","2004","2004","USD","US Dollar","0","Units",,,337.484,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","DEU","Germany","2005","2005","USD","US Dollar","0","Units",,,313.269,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","DEU","Germany","2006","2006","USD","US Dollar","0","Units",,,301.377,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","DEU","Germany","2007","2007","USD","US Dollar","0","Units",,,353.559,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","DEU","Germany","2008","2008","USD","US Dollar","0","Units",,,422.623,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","DEU","Germany","2009","2009","USD","US Dollar","0","Units",,,784.425,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","DEU","Germany","2010","2010","USD","US Dollar","0","Units",,,816.465,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","1987","1987","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","1988","1988","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","1989","1989","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","1990","1990","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","1991","1991","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","1992","1992","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","1993","1993","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","1994","1994","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","1995","1995","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","1996","1996","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","1997","1997","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","1998","1998","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","1999","1999","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","2000","2000","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","2001","2001","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","2002","2002","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","2003","2003","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","2004","2004","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","2005","2005","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","2006","2006","USD","US Dollar","0","Units",,,143.444,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","2007","2007","USD","US Dollar","0","Units",,,144.415,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","2008","2008","USD","US Dollar","0","Units",,,163.954,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","2009","2009","USD","US Dollar","0","Units",,,153.299,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","GRC","Greece","2010","2010","USD","US Dollar","0","Units",,,191.151,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","HUN","Hungary","1991","1991","USD","US Dollar","0","Units",,,,"m","Data not available"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","HUN","Hungary","1992","1992","USD","US Dollar","0","Units",,,,"m","Data not available"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","HUN","Hungary","1993","1993","USD","US Dollar","0","Units",,,,"m","Data not available"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","HUN","Hungary","1994","1994","USD","US Dollar","0","Units",,,,"m","Data not available"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","HUN","Hungary","1995","1995","USD","US Dollar","0","Units",,,,"m","Data not available"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","HUN","Hungary","1996","1996","USD","US Dollar","0","Units",,,,"m","Data not available"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","HUN","Hungary","1997","1997","USD","US Dollar","0","Units",,,,"m","Data not available"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","HUN","Hungary","1998","1998","USD","US Dollar","0","Units",,,,"m","Data not available"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","HUN","Hungary","1999","1999","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","HUN","Hungary","2000","2000","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","HUN","Hungary","2001","2001","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","HUN","Hungary","2002","2002","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","HUN","Hungary","2003","2003","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","HUN","Hungary","2004","2004","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","HUN","Hungary","2005","2005","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","HUN","Hungary","2006","2006","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","HUN","Hungary","2007","2007","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","HUN","Hungary","2008","2008","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","HUN","Hungary","2009","2009","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","HUN","Hungary","2010","2010","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","1987","1987","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","1988","1988","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","1989","1989","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","1990","1990","USD","US Dollar","0","Units",,,651.747,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","1991","1991","USD","US Dollar","0","Units",,,719.187,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","1992","1992","USD","US Dollar","0","Units",,,736.652,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","1993","1993","USD","US Dollar","0","Units",,,777.514,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","1994","1994","USD","US Dollar","0","Units",,,791.339,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","1995","1995","USD","US Dollar","0","Units",,,832.896,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","1996","1996","USD","US Dollar","0","Units",,,863.784,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","1997","1997","USD","US Dollar","0","Units",,,978.41,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","1998","1998","USD","US Dollar","0","Units",,,1043.523,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","1999","1999","USD","US Dollar","0","Units",,,1125.831,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","2000","2000","USD","US Dollar","0","Units",,,1203.445,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","2001","2001","USD","US Dollar","0","Units",,,1331.607,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","2002","2002","USD","US Dollar","0","Units",,,1453.932,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","2003","2003","USD","US Dollar","0","Units",,,1556.002,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","2004","2004","USD","US Dollar","0","Units",,,1652.383,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","2005","2005","USD","US Dollar","0","Units",,,1770.494,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","2006","2006","USD","US Dollar","0","Units",,,1859.194,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","2007","2007","USD","US Dollar","0","Units",,,2010.234,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","2008","2008","USD","US Dollar","0","Units",,,2135.819,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","2009","2009","USD","US Dollar","0","Units",,,2307.442,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ISL","Iceland","2010","2010","USD","US Dollar","0","Units",,,2096.731,,
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","IRL","Ireland","1987","1987","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","IRL","Ireland","1988","1988","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","IRL","Ireland","1989","1989","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","IRL","Ireland","1990","1990","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","IRL","Ireland","1991","1991","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","IRL","Ireland","1992","1992","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","IRL","Ireland","1993","1993","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","IRL","Ireland","1994","1994","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","IRL","Ireland","1995","1995","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","IRL","Ireland","1996","1996","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","IRL","Ireland","1997","1997","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","IRL","Ireland","1998","1998","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","IRL","Ireland","1999","1999","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","IRL","Ireland","2000","2000","USD","US Dollar","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","IRL","Ireland","2001","2001","USD","US Dollar","0","Units",,,,"a","Data do not exist"
