"SOURCE","Source","BRANCH","Branch","TYPEXP","Type of Expenditure","TYPROG","Type of Programme","UNIT","Measure","COUNTRY","Country","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","1993","1993","USD","US Dollar","0","Units",,,3023.322,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","1994","1994","USD","US Dollar","0","Units",,,3123.111,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","1995","1995","USD","US Dollar","0","Units",,,3180.5,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","1996","1996","USD","US Dollar","0","Units",,,3270.204,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","1997","1997","USD","US Dollar","0","Units",,,3575.999,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","1998","1998","USD","US Dollar","0","Units",,,3718.618,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","1999","1999","USD","US Dollar","0","Units",,,3825.656,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","2000","2000","USD","US Dollar","0","Units",,,3953.03,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","2001","2001","USD","US Dollar","0","Units",,,3980.462,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","2002","2002","USD","US Dollar","0","Units",,,4230.14,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","2003","2003","USD","US Dollar","0","Units",,,4231.05,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","2004","2004","USD","US Dollar","0","Units",,,4354.91,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","2005","2005","USD","US Dollar","0","Units",,,4608.604,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","2006","2006","USD","US Dollar","0","Units",,,5178.044,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","2007","2007","USD","US Dollar","0","Units",,,5408.088,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","2008","2008","USD","US Dollar","0","Units",,,5910.194,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","2009","2009","USD","US Dollar","0","Units",,,6391.9,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","2010","2010","USD","US Dollar","0","Units",,,6430.013,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","2011","2011","USD","US Dollar","0","Units",,,6614.975,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","2012","2012","USD","US Dollar","0","Units",,,6717.018,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","2013","2013","USD","US Dollar","0","Units",,,7118.412,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","2014","2014","USD","US Dollar","0","Units",,,7333.322,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","2015","2015","USD","US Dollar","0","Units",,,7241.224,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","2016","2016","USD","US Dollar","0","Units",,,7598.27,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","2017","2017","USD","US Dollar","0","Units",,,7710.668,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NZL","New Zealand","2018","2018","USD","US Dollar","0","Units",,,8263.761,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","1985","1985","USD","US Dollar","0","Units",,,2550.656,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","1986","1986","USD","US Dollar","0","Units",,,,"m","Data not available"
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","1987","1987","USD","US Dollar","0","Units",,,,"m","Data not available"
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","1988","1988","USD","US Dollar","0","Units",,,3339.916,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","1989","1989","USD","US Dollar","0","Units",,,3648.56,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","1990","1990","USD","US Dollar","0","Units",,,3971.596,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","1991","1991","USD","US Dollar","0","Units",,,4389.168,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","1992","1992","USD","US Dollar","0","Units",,,4806.31,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","1993","1993","USD","US Dollar","0","Units",,,5011.477,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","1994","1994","USD","US Dollar","0","Units",,,5304.787,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","1995","1995","USD","US Dollar","0","Units",,,5464.914,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","1996","1996","USD","US Dollar","0","Units",,,5806.012,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","1997","1997","USD","US Dollar","0","Units",,,6058.29,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","1998","1998","USD","US Dollar","0","Units",,,6380.339,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","1999","1999","USD","US Dollar","0","Units",,,6890.524,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","2000","2000","USD","US Dollar","0","Units",,,7541.7,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","2001","2001","USD","US Dollar","0","Units",,,8022.002,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","2002","2002","USD","US Dollar","0","Units",,,8625.522,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","2003","2003","USD","US Dollar","0","Units",,,9114.914,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","2004","2004","USD","US Dollar","0","Units",,,9472.714,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","2005","2005","USD","US Dollar","0","Units",,,9912.576,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","2006","2006","USD","US Dollar","0","Units",,,10536.461,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","2007","2007","USD","US Dollar","0","Units",,,10953.031,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","2008","2008","USD","US Dollar","0","Units",,,11895.424,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","2009","2009","USD","US Dollar","0","Units",,,12473.242,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","2010","2010","USD","US Dollar","0","Units",,,12808.608,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","2011","2011","USD","US Dollar","0","Units",,,13396.294,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","2012","2012","USD","US Dollar","0","Units",,,14052.556,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","2013","2013","USD","US Dollar","0","Units",,,14709.782,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","2014","2014","USD","US Dollar","0","Units",,,15096.244,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","2015","2015","USD","US Dollar","0","Units",,,14964.391,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","2016","2016","USD","US Dollar","0","Units",,,15334.192,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","NOR","Norway","2017","2017","USD","US Dollar","0","Units",,,15868.757,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","1990","1990","USD","US Dollar","0","Units",,,879.077,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","1991","1991","USD","US Dollar","0","Units",,,1217.153,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","1992","1992","USD","US Dollar","0","Units",,,1495.253,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","1993","1993","USD","US Dollar","0","Units",,,1552.522,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","1994","1994","USD","US Dollar","0","Units",,,1592.131,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","1995","1995","USD","US Dollar","0","Units",,,1686.939,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","1996","1996","USD","US Dollar","0","Units",,,1832.847,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","1997","1997","USD","US Dollar","0","Units",,,1936.859,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","1998","1998","USD","US Dollar","0","Units",,,1990.73,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","1999","1999","USD","US Dollar","0","Units",,,2141.687,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","2000","2000","USD","US Dollar","0","Units",,,2154.414,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","2001","2001","USD","US Dollar","0","Units",,,2414.382,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","2002","2002","USD","US Dollar","0","Units",,,2574.478,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","2003","2003","USD","US Dollar","0","Units",,,2696.482,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","2004","2004","USD","US Dollar","0","Units",,,2834.925,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","2005","2005","USD","US Dollar","0","Units",,,2904.064,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","2006","2006","USD","US Dollar","0","Units",,,3123.231,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","2007","2007","USD","US Dollar","0","Units",,,3277.949,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","2008","2008","USD","US Dollar","0","Units",,,3701.743,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","2009","2009","USD","US Dollar","0","Units",,,4068.067,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","2010","2010","USD","US Dollar","0","Units",,,4316.212,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","2011","2011","USD","US Dollar","0","Units",,,4414.941,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","2012","2012","USD","US Dollar","0","Units",,,4656.683,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","2013","2013","USD","US Dollar","0","Units",,,5000.761,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","2014","2014","USD","US Dollar","0","Units",,,5104.188,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","2015","2015","USD","US Dollar","0","Units",,,5366.836,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","2016","2016","USD","US Dollar","0","Units",,,5929.732,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","POL","Poland","2017","2017","USD","US Dollar","0","Units",,,6198.647,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","1985","1985","USD","US Dollar","0","Units",,,742.58,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","1986","1986","USD","US Dollar","0","Units",,,836.537,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","1987","1987","USD","US Dollar","0","Units",,,937.219,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","1988","1988","USD","US Dollar","0","Units",,,1061.028,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","1989","1989","USD","US Dollar","0","Units",,,1138.586,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","1990","1990","USD","US Dollar","0","Units",,,1435.789,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","1991","1991","USD","US Dollar","0","Units",,,1665.218,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","1992","1992","USD","US Dollar","0","Units",,,1808.407,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","1993","1993","USD","US Dollar","0","Units",,,1990.732,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","1994","1994","USD","US Dollar","0","Units",,,2063.931,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","1995","1995","USD","US Dollar","0","Units",,,2303.477,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","1996","1996","USD","US Dollar","0","Units",,,2472.115,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","1997","1997","USD","US Dollar","0","Units",,,2595.264,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","1998","1998","USD","US Dollar","0","Units",,,2809.31,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","1999","1999","USD","US Dollar","0","Units",,,3055.196,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","2000","2000","USD","US Dollar","0","Units",,,3489.318,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","2001","2001","USD","US Dollar","0","Units",,,3702.945,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","2002","2002","USD","US Dollar","0","Units",,,4131.174,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","2003","2003","USD","US Dollar","0","Units",,,4444.663,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","2004","2004","USD","US Dollar","0","Units",,,4650.988,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","2005","2005","USD","US Dollar","0","Units",,,5068.506,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","2006","2006","USD","US Dollar","0","Units",,,5428.535,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","2007","2007","USD","US Dollar","0","Units",,,5585.913,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","2008","2008","USD","US Dollar","0","Units",,,5909.428,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","2009","2009","USD","US Dollar","0","Units",,,6501.989,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","2010","2010","USD","US Dollar","0","Units",,,6689.464,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","2011","2011","USD","US Dollar","0","Units",,,6532.143,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","2012","2012","USD","US Dollar","0","Units",,,6488.887,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","2013","2013","USD","US Dollar","0","Units",,,7135.581,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","2014","2014","USD","US Dollar","0","Units",,,7207.347,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","2015","2015","USD","US Dollar","0","Units",,,7135.045,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","2016","2016","USD","US Dollar","0","Units",,,7387.601,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","PRT","Portugal","2017","2017","USD","US Dollar","0","Units",,,7497.935,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","1992","1992","USD","US Dollar","0","Units",,,,"m","Data not available"
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","1993","1993","USD","US Dollar","0","Units",,,,"m","Data not available"
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","1994","1994","USD","US Dollar","0","Units",,,,"m","Data not available"
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","1995","1995","USD","US Dollar","0","Units",,,1582.996,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","1996","1996","USD","US Dollar","0","Units",,,1677,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","1997","1997","USD","US Dollar","0","Units",,,1766.373,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","1998","1998","USD","US Dollar","0","Units",,,1873.248,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","1999","1999","USD","US Dollar","0","Units",,,1940.874,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","2000","2000","USD","US Dollar","0","Units",,,1982.855,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","2001","2001","USD","US Dollar","0","Units",,,2127.88,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","2002","2002","USD","US Dollar","0","Units",,,2305.093,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","2003","2003","USD","US Dollar","0","Units",,,2343.679,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","2004","2004","USD","US Dollar","0","Units",,,2406.305,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","2005","2005","USD","US Dollar","0","Units",,,2544.687,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","2006","2006","USD","US Dollar","0","Units",,,2825.913,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","2007","2007","USD","US Dollar","0","Units",,,3126.626,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","2008","2008","USD","US Dollar","0","Units",,,3515.104,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","2009","2009","USD","US Dollar","0","Units",,,4070.479,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","2010","2010","USD","US Dollar","0","Units",,,4354.476,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","2011","2011","USD","US Dollar","0","Units",,,4464.491,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","2012","2012","USD","US Dollar","0","Units",,,4645.498,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","2013","2013","USD","US Dollar","0","Units",,,4915.755,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","2014","2014","USD","US Dollar","0","Units",,,5118.29,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","2015","2015","USD","US Dollar","0","Units",,,5156.678,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","2016","2016","USD","US Dollar","0","Units",,,5208.439,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","SVK","Slovak Republic","2017","2017","USD","US Dollar","0","Units",,,5395.254,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1985","1985","USD","US Dollar","0","Units",,,1603.931,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1986","1986","USD","US Dollar","0","Units",,,1659.652,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1987","1987","USD","US Dollar","0","Units",,,1778.017,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1988","1988","USD","US Dollar","0","Units",,,1985.869,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1989","1989","USD","US Dollar","0","Units",,,2173.463,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1990","1990","USD","US Dollar","0","Units",,,2583.541,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1991","1991","USD","US Dollar","0","Units",,,2838.664,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1992","1992","USD","US Dollar","0","Units",,,3090.523,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1993","1993","USD","US Dollar","0","Units",,,3309.349,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1994","1994","USD","US Dollar","0","Units",,,3300.542,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1995","1995","USD","US Dollar","0","Units",,,3354.621,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1996","1996","USD","US Dollar","0","Units",,,3480.677,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1997","1997","USD","US Dollar","0","Units",,,3575.61,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1998","1998","USD","US Dollar","0","Units",,,3793.979,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","1999","1999","USD","US Dollar","0","Units",,,3940.06,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","2000","2000","USD","US Dollar","0","Units",,,4204.114,,
"10","Public","90","Total","0","Total","0","Total","PPPH","Per head, at current prices and current PPPs, in US dollars","ESP","Spain","2001","2001","USD","US Dollar","0","Units",,,4392.129,,
