mod_b,mod_se,mod_var,mod_imputed,ri_cyear,ri_country,estimation,control_gdp,control_gini,control_socx,control_fb,i_level_control,gdp_m_interaction,count,incdiff_grand_mean,incdiff_within_cyear,pref_mods
-0.058268319122319515,0.0036042277908589575,B_No_confidence,No,Yes,Yes,GLM,No,No,No,Yes,No,No,198,Yes,No,0
-0.05828149109601222,0.0036044466869004795,B_No_confidence,No,Yes,Yes,GLM,Yes,No,No,No,No,No,199,Yes,No,0
-0.05840124349043344,0.0036057355029319223,B_No_confidence,No,Yes,No,GLM,Yes,No,No,No,No,No,200,Yes,No,0
-0.05840927572534579,0.003605730317058825,B_No_confidence,No,Yes,No,GLM,No,No,No,Yes,No,No,201,Yes,No,0
-0.05843346465418666,0.0036061490085473992,B_No_confidence,No,Yes,No,GLM,No,Yes,No,No,No,No,202,Yes,No,0
-0.05843464265841701,0.003606104858369624,B_No_confidence,No,Yes,No,GLM,No,No,No,No,No,No,203,Yes,No,0
-0.05846304797404617,0.0036060735984704607,B_No_confidence,No,Yes,No,GLM,No,No,Yes,No,No,No,204,Yes,No,0
-0.059284682657611325,0.0036176873897152337,B_No_confidence,No,Yes,Yes,GLM,No,Yes,No,No,Yes,No,205,Yes,No,0
-0.059288237446561226,0.0036213961673021494,B_No_confidence,No,Yes,No,GLM,No,No,Yes,No,Yes,No,206,No,Yes,0
-0.059289579441909095,0.0036213963854536658,B_No_confidence,No,Yes,No,GLM,No,Yes,No,No,Yes,No,207,No,Yes,0
-0.05928994714535502,0.0036213962225933828,B_No_confidence,No,Yes,No,GLM,No,No,No,No,Yes,No,208,No,Yes,1
-0.059290794254613206,0.003621395667109909,B_No_confidence,No,Yes,No,GLM,No,No,No,Yes,Yes,No,209,No,Yes,0
-0.05929176221378869,0.003621392586304067,B_No_confidence,No,Yes,Yes,GLM,No,No,Yes,No,Yes,No,210,No,Yes,0
-0.05929219582542949,0.0036213933172287655,B_No_confidence,No,Yes,Yes,GLM,Yes,No,No,No,Yes,No,211,No,Yes,0
-0.05929232490443354,0.0036213923757197437,B_No_confidence,No,Yes,Yes,GLM,No,No,No,No,Yes,No,212,No,Yes,0
-0.059292621737142184,0.003621392867256454,B_No_confidence,No,Yes,Yes,GLM,No,No,No,Yes,Yes,No,213,No,Yes,0
-0.05929381442184475,0.0036213958217520895,B_No_confidence,No,Yes,No,GLM,Yes,No,No,No,Yes,No,214,No,Yes,0
-0.05929413582086997,0.003621391550030765,B_No_confidence,No,Yes,Yes,GLM,No,Yes,No,No,Yes,No,215,No,Yes,0
-0.05929568473838876,0.003617731518555759,B_No_confidence,No,Yes,Yes,GLM,No,No,No,No,Yes,No,216,Yes,No,0
-0.05930964256861962,0.003617830425100778,B_No_confidence,No,Yes,Yes,GLM,No,No,Yes,No,Yes,No,217,Yes,No,0
-0.059311054731432895,0.0036177380308135103,B_No_confidence,No,Yes,Yes,GLM,No,No,No,Yes,Yes,No,218,Yes,No,0
-0.05931419124569895,0.003617875126743794,B_No_confidence,No,Yes,Yes,GLM,Yes,No,No,No,Yes,No,219,Yes,No,0
-0.0594196207210522,0.0036189627730248406,B_No_confidence,No,Yes,No,GLM,Yes,No,No,No,Yes,No,220,Yes,No,0
-0.059422645166204796,0.0036188998546991882,B_No_confidence,No,Yes,No,GLM,No,No,No,Yes,Yes,No,221,Yes,No,0
-0.05945170382038624,0.0036192146599226243,B_No_confidence,No,Yes,No,GLM,No,No,No,No,Yes,No,222,Yes,No,0
-0.05945501848901851,0.0036192498266366005,B_No_confidence,No,Yes,No,GLM,No,Yes,No,No,Yes,No,223,Yes,No,0
-0.059489355508996256,0.0036191205789899736,B_No_confidence,No,Yes,No,GLM,No,No,Yes,No,Yes,No,224,Yes,No,0
-0.053384072668995,0.002069336918442125,C_GDP,No,Yes,No,GLM,Yes,No,No,No,Yes,Yes,225,Yes,No,0
-0.05339694566694107,0.0020693660811949765,C_GDP,No,Yes,No,GLM,Yes,No,No,Yes,Yes,Yes,226,Yes,No,0
-0.0534053917083204,0.002069364641316267,C_GDP,No,Yes,No,GLM,Yes,Yes,No,No,Yes,Yes,227,Yes,No,0
-0.05346151498430688,0.0020684211210513993,C_GDP,No,Yes,Yes,GLM,Yes,No,Yes,No,Yes,Yes,228,Yes,No,0
-0.053463905224990775,0.002068361545622438,C_GDP,No,Yes,Yes,GLM,Yes,No,No,No,Yes,Yes,229,Yes,No,0
-0.05347136750117316,0.002068317971320202,C_GDP,No,Yes,Yes,GLM,Yes,Yes,No,No,Yes,Yes,230,Yes,No,0
-0.053471806675146207,0.0020684625507422683,C_GDP,No,Yes,Yes,GLM,Yes,No,No,Yes,Yes,Yes,231,Yes,No,0
-0.053487595856125385,0.0020693227532436603,C_GDP,No,Yes,No,GLM,Yes,No,Yes,No,Yes,Yes,232,Yes,No,0
-0.053584000630142854,0.002071184059151734,C_GDP,No,Yes,No,GLM,Yes,No,Yes,No,Yes,Yes,233,No,Yes,0
-0.05358429545977722,0.0020711847176678815,C_GDP,No,Yes,No,GLM,Yes,Yes,No,No,Yes,Yes,234,No,Yes,0
-0.05358482829017078,0.0020711846925186854,C_GDP,No,Yes,No,GLM,Yes,No,No,No,Yes,Yes,235,No,Yes,1
-0.05358489432426281,0.0020711849038588383,C_GDP,No,Yes,No,GLM,Yes,No,No,Yes,Yes,Yes,236,No,Yes,0
-0.053588195590417546,0.002071182356880315,C_GDP,No,Yes,Yes,GLM,Yes,No,No,Yes,Yes,Yes,237,No,Yes,0
-0.0535890108419609,0.0020711823119519694,C_GDP,No,Yes,Yes,GLM,Yes,No,Yes,No,Yes,Yes,238,No,Yes,0
-0.053589827854942,0.002071182162530168,C_GDP,No,Yes,Yes,GLM,Yes,No,No,No,Yes,Yes,239,No,Yes,0
-0.05359091126077865,0.002071181838611463,C_GDP,No,Yes,Yes,GLM,Yes,Yes,No,No,Yes,Yes,240,No,Yes,0
-0.055403865101453696,0.0020189167098539156,C_GDP,No,Yes,No,GLM,Yes,No,No,No,No,Yes,241,Yes,No,0
-0.05541769567808198,0.0020189195141886982,C_GDP,No,Yes,No,GLM,Yes,No,No,Yes,No,Yes,242,Yes,No,0
-0.05542094071789109,0.002018959334876105,C_GDP,No,Yes,No,GLM,Yes,Yes,No,No,No,Yes,243,Yes,No,0
-0.055432800999890085,0.002017923495140317,C_GDP,No,Yes,Yes,GLM,Yes,No,No,No,No,Yes,244,Yes,No,0
-0.05543370910400017,0.0020179583226245857,C_GDP,No,Yes,Yes,GLM,Yes,No,Yes,No,No,Yes,245,Yes,No,0
-0.05544037951861747,0.0020178692230057816,C_GDP,No,Yes,Yes,GLM,Yes,Yes,No,No,No,Yes,246,Yes,No,0
-0.055447663747364546,0.0020179944840916617,C_GDP,No,Yes,Yes,GLM,Yes,No,No,Yes,No,Yes,247,Yes,No,0
-0.05549524499879755,0.002018948474078388,C_GDP,No,Yes,No,GLM,Yes,No,Yes,No,No,Yes,248,Yes,No,0
-0.0555734372301616,0.0020206343249308594,C_GDP,No,Yes,No,GLM,Yes,No,No,Yes,No,Yes,249,No,Yes,0
-0.05557343723016161,0.0020206326548815223,C_GDP,No,Yes,Yes,GLM,Yes,No,No,No,No,Yes,250,No,Yes,0
-0.05557343723016161,0.0020206327201223095,C_GDP,No,Yes,Yes,GLM,Yes,No,Yes,No,No,Yes,251,No,Yes,0
-0.05557343723016161,0.0020206325612776846,C_GDP,No,Yes,Yes,GLM,Yes,Yes,No,No,No,Yes,252,No,Yes,0
-0.055573437230161615,0.0020206343373926792,C_GDP,No,Yes,No,GLM,Yes,No,No,No,No,Yes,253,No,Yes,0
-0.05557343723016163,0.002020634312918144,C_GDP,No,Yes,No,GLM,Yes,No,Yes,No,No,Yes,254,No,Yes,0
-0.05557343723016163,0.0020206343565398735,C_GDP,No,Yes,No,GLM,Yes,Yes,No,No,No,Yes,255,No,Yes,0
-0.05557343723016163,0.0020206326775760487,C_GDP,No,Yes,Yes,GLM,Yes,No,No,Yes,No,Yes,256,No,Yes,0
